序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,青蒿素,2209.65,3.7,20.69,25.4,-4.71,10,百花医药,10.04,14.03
2,租售同权,824.554,3.58,39.3,25.63,13.67,29,市北高新,10.11,5.01
3,光纤概念,3627.04,3.29,807.62,696.85,110.77,110,炬光科技,20.0,245.52
4,共封装光学(CPO),5721.67,2.98,1630.54,1416.01,214.53,205,炬光科技,20.0,245.52
5,横琴新区,1864.77,2.71,57.48,50.28,7.21,43,宝莱特,14.29,18.32
6,F5G概念,4092.41,2.71,368.69,298.69,70.0,36,通宇通讯,9.99,37.11
7,高压氧舱,1181.79,2.56,11.71,10.98,0.73,11,澳洋健康,9.97,3.75
8,特色小镇,500.659,2.53,29.91,24.18,5.74,40,荣盛发展,10.44,1.27
9,铜缆高速连接,2935.12,2.46,193.65,150.78,42.87,47,通宇通讯,9.99,37.11
10,物业管理,1172.84,2.45,137.19,109.47,27.72,181,荣盛发展,10.44,1.27
11,光刻机,2627.08,2.44,192.74,182.16,10.58,51,炬光科技,20.0,245.52
12,科创次新股,694.807,2.39,214.33,149.3,65.02,25,长进光子,20.0,300.02
13,存储芯片,2662.32,2.38,1413.23,1240.29,172.94,200,炬光科技,20.0,245.52
14,第三代半导体,2573.76,2.36,628.78,566.69,62.09,181,瑞纳智能,17.25,24.88
15,PET铜箔,2000.74,2.33,164.64,152.81,11.82,50,骄成超声,10.67,165.0
16,先进封装,2658.37,2.31,1032.21,952.07,80.14,204,炬光科技,20.0,245.52
17,PM2.5,1738.25,2.27,15.9,15.6,0.3,36,蓝盾光电,19.98,32.84
18,MiniLED,2693.81,2.19,443.25,379.44,63.81,107,德豪润达,10.09,2.51
19,TOPCON电池,1120.95,2.14,167.37,138.95,28.42,82,先导基电,10.01,35.72
20,HJT电池,3014.37,2.12,123.57,99.31,24.26,67,金辰股份,9.98,27.54
21,BC电池,1209.67,2.11,114.66,91.58,23.08,52,帝科股份,7.09,61.92
22,钙钛矿电池,1100.65,2.05,194.92,167.27,27.65,91,金辰股份,9.98,27.54
