序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,转基因,1722.14,1.23,21.25,19.93,1.32,21,登海种业,10.04,10.19
2,黄金概念,3865.12,1.17,373.28,392.37,-19.09,82,*ST萃华,10.35,1.28
3,粮食概念,835.06,1.01,42.9,43.12,-0.22,48,登海种业,10.04,10.19
4,金属铅,2013.58,1.0,219.83,232.75,-12.92,38,白银有色,10.02,6.7
5,玉米,2331.51,0.99,32.22,30.97,1.25,34,登海种业,10.04,10.19
6,金属锌,2261.13,0.96,205.21,218.73,-13.52,43,白银有色,10.02,6.7
7,大豆,1616.54,0.82,10.06,9.64,0.42,14,秋乐种业,7.92,15.4
8,煤炭概念,2297.04,0.68,122.61,134.96,-12.35,90,北方国际,10.03,9.98
9,同花顺中特估100,1154.34,0.63,400.33,368.74,31.59,100,北方国际,10.03,9.98
10,草甘膦,1429.1,0.47,11.95,11.99,-0.04,19,江天化学,8.11,29.2
11,高股息精选,1484.3,0.41,409.75,329.68,80.06,285,武汉蓝电,15.98,25.47
12,金属铜,1836.67,0.31,347.36,378.56,-31.2,93,白银有色,10.02,6.7
13,超超临界发电,1550.14,0.26,68.86,78.34,-9.48,87,北方国际,10.03,9.98
14,民爆概念,1681.97,0.23,28.96,29.96,-1.0,25,晓程科技,8.66,58.33
15,小金属概念,3581.17,0.17,562.2,621.09,-58.89,171,白银有色,10.02,6.7
16,期货概念,1712.42,0.15,81.62,81.5,0.12,70,锦龙股份,5.59,9.06
17,中韩自贸区,2397.62,0.04,22.62,19.04,3.58,17,锦江航运,9.98,13.11
18,土地流转,1921.38,0.01,28.91,29.08,-0.17,43,天山生物,20.0,15.36
19,共享单车,1013.59,0.0,3.12,3.38,-0.26,14,爱玛科技,2.49,21.8
20,动力电池回收,838.393,-0.0,162.93,189.14,-26.21,94,天力锂能,20.02,23.32
21,证金持股,1114.05,-0.01,369.1,351.73,17.37,139,友阿股份,10.09,6.44
22,水泥概念,1145.19,-0.04,21.15,20.58,0.57,46,宁夏建材,7.4,13.21
23,白酒概念,5938.64,-0.05,62.75,50.45,12.3,48,会稽山,8.31,20.21
24,石墨电极,1019.47,-0.05,20.2,22.77,-2.57,26,宝泰隆,4.17,3.0
25,钠离子电池,1233.82,-0.07,191.9,225.87,-33.97,143,天力锂能,20.02,23.32
26,免税店,887.307,-0.08,14.79,17.87,-3.08,26,友阿股份,10.09,6.44
27,电子身份证,1212.9,-0.09,21.36,26.33,-4.97,39,楚天龙,10.01,14.07
28,特钢概念,2896.92,-0.12,29.46,25.62,3.85,42,南钢股份,3.69,4.78
29,金属镍,1248.26,-0.13,120.21,132.91,-12.7,38,白银有色,10.02,6.7
30,钒电池,1378.8,-0.17,37.16,40.44,-3.27,38,协鑫集成,6.51,2.78
31,航运概念,1665.68,-0.17,73.25,82.29,-9.04,86,中谷物流,10.01,13.52
32,煤化工概念,2390.59,-0.17,146.96,163.56,-16.6,112,美锦能源,9.89,3.89
33,信托概念,1113.89,-0.18,16.58,14.56,2.02,23,中粮资本,3.68,9.3
34,中字头股票,1722.56,-0.18,271.95,286.33,-14.38,134,中毅达,10.04,8.66
35,生态农业,1559.22,-0.23,38.62,37.3,1.32,64,登海种业,10.04,10.19
36,上海国企改革,1698.2,-0.23,31.63,33.49,-1.85,108,锦江航运,9.98,13.11
37,磷化工,3034.6,-0.24,117.36,119.85,-2.49,68,正帆科技,7.32,71.15
38,猪肉,2350.48,-0.25,18.64,19.58,-0.93,32,ST龙大,4.69,2.9
39,深圳国企改革,1718.35,-0.25,13.37,17.93,-4.55,58,*ST英飞,7.11,6.03
40,虚拟电厂,1462.57,-0.26,145.64,194.28,-48.65,157,协鑫能科,10.04,15.57
41,空气能热泵,1414.21,-0.27,56.96,55.46,1.5,56,海鸥住工,10.03,3.95
42,兵装重组概念,1059.59,-0.28,3.97,4.37,-0.4,14,长城军工,1.26,30.53
43,农业种植,2340.24,-0.28,50.8,54.31,-3.51,92,登海种业,10.04,10.19
44,绿色电力,1126.68,-0.29,400.08,461.64,-61.56,427,耐科装备,16.28,56.78
45,农村电商,1653.82,-0.29,14.82,18.73,-3.91,37,友阿股份,10.09,6.44
46,超级品牌,1429.21,-0.3,126.85,106.67,20.18,48,贵州茅台,2.5,1304.66
47,移动支付,2194.27,-0.32,84.78,95.13,-10.34,78,楚天龙,10.01,14.07
48,金属钴,2667.28,-0.35,166.44,179.29,-12.85,32,兴业银锡,3.45,42.29
49,PPP概念,886.786,-0.35,93.43,101.33,-7.9,201,劲旅环境,9.29,23.41
50,染料,1455.16,-0.37,15.6,14.85,0.75,40,彩客科技,11.29,47.41
51,汽车拆解概念,1508.4,-0.39,19.71,19.89,-0.18,46,杭钢股份,1.33,6.87
52,跨境支付(CIPS),1484.18,-0.39,138.94,119.47,19.47,73,楚天龙,10.01,14.07
53,参股券商,1421.26,-0.39,108.31,104.24,4.07,226,宝新能源,4.82,5.0
54,生物质能发电,1017.76,-0.41,17.34,23.37,-6.03,65,协鑫能科,10.04,15.57
55,化肥,973.44,-0.41,85.73,98.2,-12.48,75,华昌化工,5.67,6.15
56,冰雪产业,1251.95,-0.44,22.19,25.55,-3.36,59,元创股份,3.27,39.54
57,抽水蓄能,1492.78,-0.45,81.82,94.62,-12.79,80,协鑫能科,10.04,15.57
58,可燃冰,1509.51,-0.46,22.63,15.68,6.95,14,中国石化,4.51,5.33
59,养鸡,1155.48,-0.46,9.26,9.55,-0.29,22,双汇发展,1.93,25.38
60,两轮车,1591.59,-0.47,41.81,49.49,-7.67,78,深中华A,9.99,7.82
61,统一大市场,1288.77,-0.48,45.13,52.71,-7.58,120,中谷物流,10.01,13.52
62,露营经济,1545.41,-0.48,13.65,13.93,-0.28,55,星徽股份,4.59,7.06
63,供销社,1041.45,-0.49,6.65,7.8,-1.15,15,敦煌种业,3.11,6.63
64,碳交易,966.576,-0.5,87.01,99.72,-12.71,121,协鑫能科,10.04,15.57
65,预制菜,1000.18,-0.5,44.53,45.38,-0.86,101,ST龙大,4.69,2.9
66,乡村振兴,1078.29,-0.51,329.4,377.05,-47.65,435,盈新发展,10.16,3.47
67,盐湖提锂,1818.61,-0.52,157.83,170.42,-12.59,45,万里石,5.46,34.36
68,国企改革,1365.15,-0.52,1585.86,1790.48,-204.62,2936,中南文化,10.13,3.37
69,举牌,2997.59,-0.52,11.89,11.96,-0.07,21,华骐环保,5.93,16.26
70,央企国企改革,2964.21,-0.52,525.07,593.2,-68.13,790,北方国际,10.03,9.98
71,自由贸易港,931.584,-0.52,18.26,22.78,-4.52,46,锦江航运,9.98,13.11
72,光伏建筑一体化,1476.98,-0.53,95.53,137.36,-41.83,134,中南文化,10.13,3.37
73,足球概念,1389.3,-0.55,21.09,24.68,-3.59,40,天威视讯,5.98,6.38
74,参股银行,1421.23,-0.55,160.35,175.48,-15.13,776,盈新发展,10.16,3.47
75,汽车热管理,1945.44,-0.57,122.21,134.17,-11.95,143,德尔股份,11.82,24.5
76,参股保险,1352.44,-0.58,48.4,49.79,-1.39,116,中粮资本,3.68,9.3
77,化债概念(AMC概念),1079.5,-0.59,14.35,20.43,-6.08,41,风范股份,9.99,7.71
78,碳中和,1855.19,-0.6,190.81,227.67,-36.86,276,协鑫能科,10.04,15.57
79,俄乌冲突概念,1435.77,-0.61,133.23,140.76,-7.53,74,登海种业,10.04,10.19
80,同花顺漂亮100,821.864,-0.61,697.74,737.77,-40.03,100,*ST闻泰,3.18,17.2
81,天津自贸区,1045.77,-0.63,8.1,9.99,-1.89,17,恒银科技,3.67,7.63
82,换电概念,1460.61,-0.64,77.88,86.16,-8.28,94,同洲电子,10.06,9.08
83,乳业,1971.21,-0.64,26.24,23.07,3.17,35,天山生物,20.0,15.36
84,数字货币,1855.18,-0.65,86.28,100.88,-14.6,91,楚天龙,10.01,14.07
85,污水处理,1720.2,-0.65,114.11,136.95,-22.84,228,严牌股份,11.66,14.94
86,中船系,1721.9,-0.68,25.37,27.52,-2.15,20,ST应急,1.27,7.99
87,雅下水电概念,1222.99,-0.68,100.89,113.03,-12.14,89,宝利国际,3.85,3.51
88,光热发电,963.383,-0.69,26.79,29.31,-2.52,48,协鑫集成,6.51,2.78
89,雄安新区,1087.17,-0.69,104.5,128.29,-23.79,196,中关村,10.02,5.6
90,固态电池,1388.67,-0.7,501.15,586.29,-85.13,297,天力锂能,20.02,23.32
91,固废处理,2153.21,-0.71,75.76,91.16,-15.4,156,南网能源,9.98,5.73
92,新型城镇化,1211.48,-0.71,88.01,96.3,-8.29,221,北方国际,10.03,9.98
93,高压氧舱,1133.92,-0.72,4.53,6.22,-1.69,11,澳洋健康,9.9,4.44
94,地下管网,1255.47,-0.72,28.7,33.16,-4.46,113,山科智能,7.08,16.93
95,一带一路,2263.62,-0.72,800.26,919.92,-119.66,791,万凯新材,15.87,19.13
96,成飞概念,1637.12,-0.73,18.01,22.84,-4.83,43,联合精密,10.01,22.42
97,锂电池概念,1860.11,-0.73,942.24,1106.35,-164.11,608,天力锂能,20.02,23.32
98,新疆振兴,960.11,-0.74,102.17,122.23,-20.06,156,德新科技,10.01,20.22
99,土壤修复,1008.89,-0.75,51.08,56.08,-4.99,91,南大环境,6.6,25.69
100,旅游概念,2556.59,-0.75,75.98,91.54,-15.56,151,盈新发展,10.16,3.47
101,网约车,1352.36,-0.76,11.94,14.01,-2.07,29,雄帝科技,8.25,19.29
102,上海自贸区,4139.32,-0.76,76.82,90.52,-13.7,58,锦江航运,9.98,13.11
103,一体化压铸,1173.07,-0.77,44.93,45.31,-0.38,54,华阳集团,10.02,28.23
104,有机硅概念,1932.52,-0.78,40.91,47.1,-6.19,55,恒星科技,9.02,5.2
105,净水概念,1124.94,-0.79,49.29,47.73,1.56,77,山科智能,7.08,16.93
106,金属回收,1159.16,-0.79,175.91,210.45,-34.54,88,湖南白银,9.98,11.46
107,高铁,3469.5,-0.79,117.36,130.98,-13.62,181,博科测试,17.08,55.46
108,智慧灯杆,1474.43,-0.8,47.24,78.32,-31.08,64,*ST英飞,7.11,6.03
109,POE胶膜,860.169,-0.8,24.33,32.93,-8.6,29,天洋新材,10.03,10.97
110,中俄贸易概念,1544.52,-0.8,71.34,74.12,-2.78,179,东信和平,9.98,15.98
111,小米汽车,1502.69,-0.8,170.32,193.19,-22.87,120,博科测试,17.08,55.46
112,2026一季报预增,1160.15,-0.81,353.42,421.33,-67.91,101,恒星科技,9.02,5.2
113,蚂蚁集团概念,1469.81,-0.82,86.9,98.52,-11.62,81,协鑫能科,10.04,15.57
