序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,贵金属,6382.23,3.19,220.06,217.33,2.73,14,湖南白银,9.98,11.46
2,煤炭开采加工,3045.61,2.72,56.65,55.79,0.85,34,上海能源,10.02,9.88
3,保险,2005.41,1.8,55.76,40.64,15.11,5,中国平安,2.94,54.92
4,银行,1363.18,1.38,139.39,94.16,45.23,84,渝农商行,3.38,7.04
5,种植业与林业,4246.42,1.33,30.9,28.95,1.95,30,登海种业,10.04,10.19
6,公路铁路运输,1288.0,0.91,12.15,9.12,3.03,32,皖通高速,4.84,16.25
7,工业金属,4423.33,0.76,144.71,161.5,-16.79,55,白银有色,10.02,6.7
8,电池,18042.6,0.65,163.88,177.65,-13.77,106,天力锂能,20.02,23.32
9,港口航运,1248.29,0.5,42.91,47.45,-4.54,36,中谷物流,10.01,13.52
10,白酒,1988.75,0.49,54.03,41.59,12.44,19,贵州茅台,2.5,1304.66
11,电力,1881.74,0.35,86.12,88.67,-2.55,110,协鑫能科,10.04,15.57
12,机场航运,1738.92,0.34,8.33,7.11,1.21,13,深圳机场,1.88,6.51
13,证券,1426.16,0.33,72.25,70.66,1.59,50,锦龙股份,5.59,9.06
14,钢铁,1508.43,0.31,30.66,26.11,4.55,43,南钢股份,3.69,4.78
15,化学原料,3211.14,0.2,45.53,55.1,-9.57,59,中毅达,10.04,8.66
16,能源金属,32548.2,0.15,61.93,78.13,-16.2,13,融捷股份,5.99,76.85
17,石油加工贸易,3533.6,0.09,30.52,25.76,4.76,27,博汇股份,13.23,14.12
18,多元金融,1059.08,-0.11,20.08,19.8,0.28,26,翠微股份,4.97,9.93
19,服装家纺,2849.31,-0.24,23.99,26.08,-2.08,75,*ST萃华,10.35,1.28
20,养殖业,2824.8,-0.26,17.96,19.19,-1.23,36,天山生物,20.0,15.36
21,零售,1796.59,-0.32,23.39,28.46,-5.07,71,友阿股份,10.09,6.44
