序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,养殖业,3043.89,4.36,54.33,38.31,16.02,36,罗牛山,10.05,6.13
2,农产品加工,3927.96,3.6,49.71,39.94,9.77,43,播恩集团,10.04,14.36
3,白酒,2070.75,2.87,79.29,47.55,31.74,19,顺鑫农业,5.35,11.03
4,种植业与林业,4890.62,2.48,60.88,49.27,11.61,30,亚盛集团,10.1,4.36
5,影视院线,1375.28,2.44,39.07,31.28,7.8,20,欢瑞世纪,10.04,5.59
6,文化传媒,2711.87,2.44,198.85,169.92,28.93,85,易点天下,11.12,38.28
7,饮料制造,5029.07,2.23,29.08,24.77,4.31,47,古越龙山,10.06,9.19
8,食品加工制造,4816.71,1.91,34.07,32.73,1.34,66,安记食品,10.04,15.13
9,游戏,9467.57,1.81,75.72,51.2,24.52,23,世纪华通,7.96,15.73
10,旅游及酒店,2964.27,1.47,25.52,22.62,2.9,35,华天酒店,10.09,4.69
11,软件开发,1928.09,1.31,181.9,156.26,25.63,138,四方精创,14.58,27.5
12,互联网电商,9059.21,1.26,20.78,23.25,-2.47,20,国联股份,9.36,20.68
13,机场航运,1771.6,1.22,16.12,9.73,6.39,13,海南机场,2.56,2.81
14,医药商业,4664.43,1.19,12.38,11.98,0.4,32,合富中国,9.98,13.56
15,房地产,1714.74,1.18,68.75,70.99,-2.24,88,我爱我家,10.14,3.15
16,多元金融,1122.58,1.07,31.16,28.53,2.63,26,翠微股份,10.04,11.18
17,贸易,2617.87,1.05,4.17,3.7,0.47,14,远大控股,5.22,9.47
18,军工装备,2182.73,0.94,187.76,146.07,41.69,82,中国船舶,9.18,37.47
19,零售,1940.55,0.89,67.33,60.08,7.25,71,百大集团,9.98,11.35
20,港口航运,1289.48,0.74,43.11,47.0,-3.89,36,海通发展,9.99,14.64
21,证券,1509.26,0.73,137.85,119.72,18.13,50,湘财股份,7.5,10.17
22,美容护理,4849.93,0.71,11.22,9.22,2.0,34,润本股份,4.5,21.84
23,银行,1396.06,0.65,107.1,91.86,15.25,84,浦发银行,1.73,9.43
24,建筑装饰,4181.66,0.64,70.34,74.49,-4.15,143,华阳国际,10.01,14.07
25,综合,2279.98,0.62,12.71,12.17,0.54,18,上海三毛,7.11,12.66
26,包装印刷,4505.63,0.62,23.89,24.6,-0.71,46,柏星龙,30.0,21.32
27,汽车整车,2502.51,0.61,31.91,29.16,2.75,23,中国重汽,2.67,21.96
28,物流,5212.91,0.6,15.13,11.39,3.74,50,密尔克卫,3.74,63.29
29,油气开采及服务,1738.62,0.5,16.6,17.28,-0.68,19,博迈科,4.19,18.17
30,家居用品,4058.2,0.48,29.15,28.05,1.1,98,实丰文化,10.01,16.04
31,公路铁路运输,1336.85,0.46,14.48,18.04,-3.55,32,深高速,3.54,8.47
32,石油加工贸易,3723.92,0.41,22.09,21.34,0.75,27,统一股份,10.01,18.46
33,燃气,1908.92,0.36,10.25,10.51,-0.26,27,美能能源,2.99,11.7
34,IT服务,12105.2,0.34,140.59,154.19,-13.6,129,海峡创新,16.01,9.13
35,汽车服务及其他,1110.72,0.26,5.48,5.44,0.04,26,ST中路,2.2,7.44
36,电力,1921.92,0.19,93.48,97.97,-4.49,110,恒盛能源,9.98,22.47
37,服装家纺,2932.63,0.19,30.01,27.98,2.03,75,太湖雪,6.25,15.47
38,其他社会服务,19272.4,0.17,13.32,13.63,-0.31,84,科锐国际,6.91,22.45
39,小家电,4039.01,0.15,5.7,4.78,0.92,26,爱仕达,10.05,11.28
40,农化制品,5014.73,0.14,50.47,51.7,-1.23,61,利尔化学,3.48,14.86
41,保险,2159.79,0.11,36.1,35.93,0.17,5,新华保险,0.53,62.25
42,教育,4320.36,0.04,9.78,9.94,-0.16,15,ST豆神,10.42,4.24
43,轨交设备,1017.61,0.03,6.71,6.09,0.62,30,ST朗进,4.28,15.34
