序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,军工装备,2175.17,2.06,130.69,123.21,7.48,82,晟楠科技,29.96,22.21
2,橡胶制品,14081.8,1.62,4.63,4.61,0.02,22,科隆新材,14.57,21.54
3,美容护理,4845.32,1.52,9.25,9.71,-0.46,34,维琪科技,29.98,70.66
4,厨卫电器,6124.46,1.07,4.66,4.3,0.36,9,*ST帅电,4.88,12.25
5,教育,4401.96,0.79,10.17,10.73,-0.56,15,科德教育,8.74,18.42
6,燃气,1922.78,0.63,10.94,12.25,-1.31,27,贵州燃气,9.95,7.07
7,旅游及酒店,2955.9,0.59,19.88,22.48,-2.6,35,云南旅游,10.06,5.25
8,军工电子,11796.8,0.59,41.5,37.93,3.56,61,晶品特装,9.2,47.7
9,电网设备,6480.89,0.5,97.5,103.69,-6.19,140,益坤电气,17.24,28.77
10,消费电子,12754.1,0.47,143.48,144.39,-0.92,96,奥尼电子,11.56,60.24
11,汽车零部件,5885.82,0.41,127.82,130.59,-2.77,273,智新电子,29.95,14.1
12,环保设备,1454.83,0.07,10.76,10.56,0.19,30,ST雪浪,7.63,14.1
13,塑料制品,10988.1,0.05,57.23,60.59,-3.36,77,道明光学,10.02,9.88
14,白色家电,8095.42,0.03,29.82,32.07,-2.25,44,万朗磁塑,5.8,56.5
15,建筑材料,5662.28,0.02,90.14,89.02,1.12,73,九鼎新材,10.02,9.22
16,服装家纺,2964.16,0.01,28.66,29.7,-1.04,75,哈森股份,10.01,23.85
17,包装印刷,4482.83,-0.01,17.89,17.33,0.57,46,佳合科技,3.37,14.72
18,通用设备,9291.61,-0.01,170.96,170.68,0.28,253,同惠电子,10.63,22.27
19,金属新材料,13793.1,-0.04,16.16,16.81,-0.65,34,深圳新星,10.02,22.61
20,专用设备,7538.99,-0.14,108.27,116.42,-8.15,201,长江能科,12.12,9.25
21,计算机设备,4080.7,-0.14,91.67,90.88,0.79,83,力鼎光电,10.0,34.44
22,互联网电商,9061.18,-0.15,17.59,16.23,1.36,20,千岸科技,4.95,36.68
23,电机,3269.88,-0.19,6.37,8.76,-2.39,26,星德胜,5.08,25.01
24,银行,1391.31,-0.22,100.58,107.18,-6.6,84,邮储银行,1.46,5.56
25,通信服务,2711.54,-0.34,33.72,33.49,0.23,44,华星创业,3.74,6.1
26,其他社会服务,19406.9,-0.37,8.95,12.26,-3.31,84,中纺标,9.34,25.76
27,贵金属,6004.17,-0.4,120.22,125.74,-5.53,14,招金黄金,5.03,21.08
28,通信设备,9509.8,-0.44,453.5,510.76,-57.25,91,恒宝股份,10.02,13.51
29,家居用品,4076.0,-0.46,25.43,30.52,-5.08,99,梦天家居,10.0,24.09
30,IT服务,12171.4,-0.47,106.74,125.35,-18.61,129,路桥信息,21.64,32.71
31,纺织制造,2350.8,-0.48,6.28,6.91,-0.63,33,金春股份,6.82,28.18
32,自动化设备,28488.6,-0.5,118.2,121.84,-3.64,99,星辰科技,6.63,13.34
33,建筑装饰,4173.79,-0.52,58.31,70.4,-12.09,143,高新发展,10.0,54.79
34,轨交设备,1023.54,-0.53,6.57,8.84,-2.27,30,威奥股份,6.35,6.2
35,黑色家电,4254.42,-0.55,4.15,6.24,-2.09,9,极米科技,0.48,83.7
36,其他电源设备,6136.79,-0.6,31.97,38.9,-6.94,35,雷特科技,3.98,27.95
37,医疗器械,11024.3,-0.63,39.78,47.11,-7.33,140,奥精医疗,6.72,16.67
38,非金属材料,30923.5,-0.64,19.89,19.48,0.41,16,天马新材,3.04,28.11
39,环境治理,4167.1,-0.66,35.28,39.38,-4.11,111,顺控发展,9.98,13.77
40,工程机械,3077.76,-0.67,14.61,23.92,-9.31,36,邵阳液压,4.67,29.58
41,零售,1920.08,-0.7,43.79,55.71,-11.92,71,茂业商业,10.07,4.81
42,电力,1918.99,-0.74,93.99,109.1,-15.12,110,京能热力,10.05,11.17
43,房地产,1704.46,-0.8,57.37,64.18,-6.82,88,信达地产,10.11,3.05
44,化学制品,7290.41,-0.8,110.29,129.95,-19.67,183,格林生物,104.41,53.82
45,光学光电子,5435.37,-0.83,90.62,113.18,-22.56,107,联域股份,10.0,73.4
46,小家电,4054.92,-0.84,5.31,6.57,-1.26,26,鸿智科技,4.66,11.22
47,公路铁路运输,1330.14,-0.88,9.18,11.42,-2.23,32,重庆路桥,2.44,4.62
48,物流,5205.08,-0.91,10.82,13.42,-2.59,50,华光源海,1.7,13.79
49,汽车服务及其他,1118.97,-0.95,6.14,7.43,-1.29,26,华洋赛车,3.73,30.29
50,医疗服务,19390.2,-0.97,80.76,77.33,3.43,56,华康洁净,4.55,47.13
51,化学纤维,3836.3,-1.01,16.93,20.52,-3.59,29,吉林碳谷,2.81,14.28
52,其他电子,20451.2,-1.05,45.0,49.68,-4.69,34,盈方微,4.22,7.4
53,石油加工贸易,3692.07,-1.1,23.36,28.06,-4.7,27,和顺石油,5.58,34.6
54,化学制药,6312.33,-1.1,92.67,120.34,-27.67,158,小方制药,10.0,27.94
55,机场航运,1739.8,-1.1,6.5,10.69,-4.19,13,厦门空港,0.53,15.19
56,元件,23974.6,-1.11,260.02,271.64,-11.62,63,华正新材,5.99,181.31
57,保险,2103.41,-1.11,25.64,36.29,-10.65,5,中国人保,0.13,7.92
58,风电设备,4086.23,-1.11,11.69,16.15,-4.47,31,振宏股份,3.95,27.36
59,电池,17702.6,-1.14,130.79,157.81,-27.02,106,金杨精密,4.65,25.64
60,游戏,9261.72,-1.16,26.17,33.61,-7.44,23,大晟文化,10.08,5.35
61,造纸,2108.7,-1.25,11.02,14.6,-3.58,24,民士达,2.1,46.15
62,综合,2287.13,-1.26,7.37,10.47,-3.1,18,南京公用,1.03,5.91
63,生物制品,6092.62,-1.26,34.7,42.21,-7.5,55,百普赛斯,6.36,84.65
64,油气开采及服务,1746.94,-1.3,32.66,35.81,-3.14,19,科力股份,8.36,46.4
65,白酒,2027.13,-1.3,25.14,34.01,-8.87,19,天佑德酒,1.7,7.19
