交易日,类型,板块,资金方向,交易状态,成交净买额,资金净流入,当日资金余额,上涨数,持平数,下跌数,相关指数,指数涨跌幅
2026-08-11,深港通,港股通(深),南向,1,-1.894582,420.0,0.0,208,15,398,恒生指数,-0.63
