序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,MLCC概念,1219.56,1.79,314.32,344.61,-30.29,35,达利凯普,13.21,28.19
2,减肥药,1474.52,1.26,165.07,166.6,-1.53,66,万邦医药,20.0,70.39
3,CRO概念,1003.97,1.08,225.03,222.6,2.43,76,万邦医药,20.0,70.39
4,EDR概念,1499.85,1.07,83.79,90.12,-6.33,20,天融信,9.97,7.17
5,细胞免疫治疗,1219.94,0.92,141.99,143.91,-1.92,65,百花医药,10.01,12.75
6,减速器,1852.51,0.78,154.96,145.87,9.09,139,斯菱智驱,20.0,87.42
7,数字水印,1066.4,0.7,28.02,27.8,0.22,30,鸿博股份,10.03,11.74
8,创新药,1325.95,0.62,505.93,502.5,3.43,280,万邦医药,20.0,70.39
9,毛发医疗,1120.27,0.59,19.84,19.48,0.36,26,振东制药,14.26,6.01
10,AI手机,1986.37,0.55,294.44,286.59,7.85,40,兆新股份,9.97,3.97
11,医药电商,1027.46,0.53,175.03,177.24,-2.21,176,振东制药,14.26,6.01
12,重组蛋白,813.542,0.5,82.86,80.23,2.63,124,博瑞医药,7.54,40.23
13,国资云,1511.86,0.46,129.73,124.46,5.27,54,甘咨询,10.03,12.73
14,仿制药一致性评价,1674.19,0.42,184.79,186.0,-1.22,143,万邦医药,20.0,70.39
15,ST板块,482.195,0.42,45.33,49.01,-3.68,207,*ST尔雅,9.92,5.76
16,赛马概念,1048.42,0.38,0.98,1.09,-0.11,4,*ST正平,3.43,7.24
17,生物疫苗,1663.64,0.37,64.57,65.56,-0.99,60,亚泰集团,10.0,1.87
18,肝炎概念,1141.98,0.37,150.45,158.64,-8.2,139,振东制药,14.26,6.01
19,特色小镇,488.302,0.33,19.56,23.35,-3.79,40,京投发展,9.99,10.68
20,物业管理,1144.76,0.32,79.15,88.29,-9.14,181,大众交通,10.09,5.02
21,民营医院,1560.4,0.29,119.48,123.2,-3.72,75,开开实业,10.02,15.7
22,租售同权,796.03,0.28,17.65,19.54,-1.89,29,汇通能源,8.06,25.6
23,MCU芯片,1672.95,0.28,311.42,293.16,18.26,95,芯联集成,8.14,9.17
24,F5G概念,3984.54,0.25,331.38,323.71,7.67,36,东田微,6.33,191.3
25,土地流转,1890.91,0.24,20.73,22.55,-1.82,43,振东制药,14.26,6.01
26,新型工业化,1670.39,0.22,328.72,326.44,2.28,292,丰光精密,13.93,25.92
27,人形机器人,2383.48,0.2,940.71,941.55,-0.84,461,斯菱智驱,20.0,87.42
28,摘帽,987.841,0.19,67.14,72.98,-5.84,78,金发拉比,10.03,10.31
29,工业母机,1935.65,0.19,166.47,193.35,-26.88,115,华中数控,10.32,31.63
30,流感,1469.78,0.19,188.77,195.99,-7.23,183,振东制药,14.26,6.01
31,乳业,1969.72,0.18,20.86,29.61,-8.75,35,皇氏集团,10.09,3.82
32,青蒿素,2130.73,0.18,17.96,24.98,-7.02,10,百花医药,10.01,12.75
33,拼多多概念,1639.69,0.17,46.14,42.82,3.32,40,若羽臣,5.82,29.26
34,新型烟草(电子烟),1941.41,0.17,85.48,81.59,3.89,52,田中精机,10.92,35.36
35,网约车,1385.08,0.16,12.78,17.84,-5.06,29,大众交通,10.09,5.02
36,横琴新区,1815.61,0.13,43.9,46.61,-2.71,43,宝鹰股份,9.88,3.56
37,上海国企改革,1749.73,0.1,45.98,48.56,-2.58,108,第一医药,9.99,12.11
38,MLOps概念,1048.27,0.09,26.69,27.04,-0.35,18,绿盟科技,5.59,7.93
39,AI眼镜,2577.5,0.08,600.79,596.28,4.51,193,宝鹰股份,9.88,3.56
40,无线耳机,2461.26,0.07,287.42,283.41,4.01,99,田中精机,10.92,35.36
41,移动支付,2248.14,0.05,95.23,94.91,0.32,78,金一文化,10.11,3.05
42,深圳国企改革,1722.9,0.04,23.3,20.81,2.49,58,麦捷科技,7.62,17.79
43,智能医疗,4543.97,0.04,618.83,620.97,-2.13,338,恒银科技,10.01,9.34
44,汽车芯片,1314.69,0.04,618.65,631.13,-12.48,144,联芸科技,9.99,63.63
45,传感器,1568.96,0.03,529.93,534.41,-4.49,268,福赛科技,20.0,96.16
46,医美概念,1293.66,0.03,102.47,106.39,-3.93,95,振东制药,14.26,6.01
47,PM2.5,1699.68,0.02,14.95,16.03,-1.08,36,蓝盾光电,19.99,27.37
48,数据确权,1435.33,0.02,61.94,62.78,-0.84,69,安妮股份,10.02,9.55
49,阿里巴巴概念,1906.23,0.0,809.79,852.69,-42.9,692,华智数媒,20.0,7.8
