序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,转基因,1819.81,9.3,33.55,25.64,7.92,20,秋乐种业,29.98,15.61
2,玉米,2444.35,7.47,45.76,35.83,9.92,34,秋乐种业,29.98,15.61
3,粮食概念,867.723,6.52,66.71,59.56,7.15,46,秋乐种业,29.98,15.61
4,大豆,1679.77,6.47,19.58,15.87,3.71,14,秋乐种业,29.98,15.61
5,农业种植,2449.18,3.88,86.42,77.4,9.02,92,秋乐种业,29.98,15.61
6,土地流转,1994.82,3.29,43.05,39.18,3.87,43,神农种业,20.04,6.23
7,猪肉,2438.92,2.84,44.54,31.97,12.58,32,天邦食品,10.13,2.5
8,生态农业,1626.95,2.81,61.63,55.42,6.21,64,神农种业,20.04,6.23
9,动物疫苗,1523.27,2.72,23.99,21.39,2.6,20,康华生物,11.31,54.22
10,人造肉,1566.29,2.5,17.85,19.04,-1.19,20,雪榕生物,16.39,6.39
11,草甘膦,1449.83,2.44,19.14,17.59,1.55,19,国投丰乐,9.98,6.5
12,乳业,2071.22,2.38,27.69,29.75,-2.07,35,天山生物,20.04,12.88
13,化肥,1000.16,2.17,92.7,93.98,-1.28,75,农大科技,12.65,32.24
14,农村电商,1719.46,2.07,36.07,28.35,7.71,37,大北农,10.1,3.38
15,可燃冰,1558.34,2.02,15.79,13.44,2.34,14,石化机械,10.08,5.79
16,预制菜,1043.37,1.97,65.7,62.39,3.31,101,康比特,11.6,10.87
17,代糖概念,936.873,1.9,17.8,20.27,-2.47,24,丰原药业,10.05,6.68
18,养鸡,1197.36,1.88,21.56,17.97,3.59,22,罗牛山,9.96,6.18
19,供销社,1072.96,1.57,15.14,12.33,2.81,15,敦煌种业,10.08,6.99
20,海南自贸区,1503.81,1.44,64.19,63.47,0.72,29,神农种业,20.04,6.23
21,NMN概念,1345.36,1.27,20.44,18.48,1.96,25,雪榕生物,16.39,6.39
22,玻璃基板,704.442,1.18,399.04,409.08,-10.03,56,红星发展,10.01,38.23
23,电子纸,1294.78,1.14,134.82,113.25,21.57,27,新相微,9.73,35.63
24,MicroLED概念,1790.76,1.14,334.58,326.23,8.36,81,迈为股份,13.6,212.5
25,俄乌冲突概念,1475.62,1.09,120.62,129.78,-9.16,74,ST荃银,10.85,6.03
26,乡村振兴,1120.72,1.02,484.48,527.64,-43.15,435,秋乐种业,29.98,15.61
27,华为海思概念股,4202.35,1.01,230.74,237.56,-6.82,51,诚迈科技,20.01,34.6
28,啤酒概念,1510.8,0.94,15.07,16.66,-1.59,29,苏垦农发,9.96,9.38
29,同花顺果指数,2423.46,0.86,304.18,352.94,-48.75,20,中石科技,20.0,97.0
30,BC电池,1248.83,0.83,134.7,125.95,8.75,52,捷佳伟创,8.56,65.2
31,煤化工概念,2407.59,0.76,144.83,138.76,6.06,112,红四方,10.02,26.36
32,减速器,1896.93,0.74,192.11,194.78,-2.67,139,襄阳轴承,10.05,10.51
33,华为欧拉,1420.79,0.73,63.6,72.29,-8.69,47,诚迈科技,20.01,34.6
34,磷化工,3120.63,0.71,132.89,156.19,-23.3,68,瑞丰高材,15.36,19.38
35,第三代半导体,2688.86,0.64,782.77,870.81,-88.03,181,瑞纳智能,20.0,26.46
36,页岩气,2735.41,0.64,69.64,67.0,2.64,51,石化机械,10.08,5.79
37,农机,1257.99,0.62,92.32,98.92,-6.6,97,润农节水,11.6,5.1
38,培育钻石,2447.89,0.59,40.87,41.92,-1.05,19,英诺激光,6.53,80.75
39,新股与次新股,13283.4,0.57,281.1,317.97,-36.88,148,频准激光,516.44,1152.0
40,同花顺出海50,1869.28,0.56,458.59,528.07,-69.48,50,石头科技,6.68,120.8
41,合成生物,1577.89,0.54,183.07,191.1,-8.03,170,神农种业,20.04,6.23
42,冷链物流,1795.16,0.52,140.84,158.7,-17.86,155,浙江东日,10.0,35.2
43,人形机器人,2468.58,0.49,1062.22,1200.94,-138.72,462,麒麟信安,20.0,34.98
44,天然气,1643.11,0.48,151.16,156.86,-5.7,165,石化机械,10.08,5.79
45,富士康概念,3693.36,0.48,313.61,374.32,-60.71,109,中石科技,20.0,97.0
46,中韩自贸区,2412.46,0.47,23.66,21.9,1.76,17,华光源海,5.88,12.24
47,先进封装,2799.63,0.46,1324.1,1414.33,-90.23,204,迈为股份,13.6,212.5
48,两轮车,1636.36,0.46,52.32,64.14,-11.82,77,骏成科技,20.0,21.18
49,芬太尼,2175.64,0.45,4.75,3.12,1.63,8,恩华药业,6.6,23.1
50,苹果概念,5968.88,0.44,535.56,615.79,-80.23,140,中石科技,20.0,97.0
51,HJT电池,3076.01,0.43,144.14,138.24,5.9,67,迈为股份,13.6,212.5
52,光刻机,2749.94,0.43,214.13,248.75,-34.62,51,腾景科技,10.66,185.9
53,统一大市场,1315.47,0.42,65.73,64.72,1.01,120,浙江东日,10.0,35.2
54,工业母机,1998.79,0.4,201.65,220.15,-18.5,115,哈森股份,10.01,18.46
55,科创次新股,728.187,0.4,214.94,238.54,-23.59,26,频准激光,516.44,1152.0
56,TOPCON电池,1144.57,0.37,204.73,199.61,5.12,82,捷佳伟创,8.56,65.2
57,新型烟草(电子烟),2025.74,0.36,103.99,105.93,-1.94,52,骏成科技,20.0,21.18
58,建筑节能,1398.22,0.29,49.53,57.49,-7.95,102,南方路机,10.02,29.22
59,宠物经济,1425.08,0.29,69.4,78.41,-9.01,127,大北农,10.1,3.38
60,航运概念,1666.7,0.28,59.68,60.82,-1.14,86,华光源海,5.88,12.24
61,自由贸易港,948.4,0.28,27.8,26.65,1.16,46,罗牛山,9.96,6.18
62,长三角一体化,1981.56,0.27,237.88,282.46,-44.57,234,浙江东日,10.0,35.2
63,可降解塑料,1515.79,0.26,76.98,74.06,2.92,174,瑞丰高材,15.36,19.38
64,高股息精选,1487.03,0.24,306.21,281.32,24.89,285,物产环能,10.0,13.2
65,智能家居,3695.0,0.23,423.46,478.82,-55.36,291,诚迈科技,20.01,34.6
