序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
56,其他社会服务,19226.4,0.01,11.35,15.03,-3.68,84,中安科,10.0,3.63
57,医药商业,4715.01,0.0,13.15,13.34,-0.19,32,塞力医疗,4.08,17.08
58,电力,1923.02,-0.01,77.77,92.53,-14.76,110,百通能源,9.97,11.58
59,工程机械,3029.93,-0.01,23.12,26.72,-3.6,36,厦工股份,10.12,4.46
60,汽车零部件,5750.34,-0.04,135.63,150.13,-14.5,273,顺景科技,10.04,5.37
61,互联网电商,8700.33,-0.11,12.98,17.14,-4.16,20,丽人丽妆,2.33,8.35
62,小家电,4047.27,-0.13,4.97,5.56,-0.6,26,比依股份,2.1,14.6
63,多元金融,1108.89,-0.14,17.51,23.37,-5.86,26,海德股份,10.05,7.01
64,小金属,9214.08,-0.14,109.33,128.42,-19.09,29,中矿资源,3.41,53.43
65,电机,3231.1,-0.28,8.82,10.69,-1.87,26,星德胜,1.96,23.94
66,环保设备,1428.23,-0.32,13.48,17.95,-4.46,30,恒合股份,6.08,10.3
67,黑色家电,4103.1,-0.33,3.75,5.84,-2.09,9,辰奕智能,2.16,23.64
68,医疗器械,11003.4,-0.36,52.61,56.65,-4.05,140,透景生命,8.9,18.84
69,军工电子,11474.8,-0.38,37.6,50.59,-13.0,61,国睿科技,6.12,28.97
70,通用设备,9126.36,-0.38,157.29,187.82,-30.53,253,荣亿精密,12.99,12.18
71,通信服务,2632.49,-0.39,34.22,45.41,-11.19,44,中通国脉,9.99,9.58
72,光学光电子,5409.82,-0.39,124.83,145.98,-21.15,107,亚世光电,9.99,21.79
73,银行,1346.54,-0.43,86.15,95.02,-8.87,84,青岛银行,1.68,6.04
74,电池,18051.6,-0.45,166.82,176.69,-9.88,106,宏工科技,6.28,79.07
75,其他电子,20616.6,-0.47,74.42,81.27,-6.84,34,深圳华强,10.0,24.85
76,计算机设备,3970.22,-0.49,78.36,98.49,-20.12,83,*ST英飞,9.02,6.65
77,消费电子,12408.3,-0.53,181.71,209.96,-28.25,96,捷荣技术,9.99,14.64
78,元件,24305.3,-0.56,468.53,499.75,-31.22,63,麦捷科技,10.11,20.91
79,金属新材料,13861.5,-0.6,17.4,21.98,-4.58,34,华达新材,3.12,8.26
80,非金属材料,31594.5,-0.67,34.75,38.04,-3.29,16,宁新新材,2.37,7.35
81,保险,2036.73,-0.7,23.39,25.81,-2.42,5,中国平安,-0.04,55.85
82,风电设备,4091.46,-0.75,15.38,21.94,-6.55,31,双一科技,4.28,23.9
83,化学制药,6402.13,-0.76,123.71,155.8,-32.1,158,冀衡医药,10.05,6.24
84,其他电源设备,6141.29,-0.94,48.39,58.2,-9.82,35,科威尔,5.7,42.44
85,通信设备,9494.46,-0.95,629.74,715.09,-85.35,91,德科立,10.41,176.2
86,自动化设备,28551.7,-1.19,138.34,175.1,-36.76,99,凯迪股份,5.64,66.7
87,电子化学品,89596.6,-1.36,135.77,154.27,-18.5,43,宏昌电子,4.49,17.67
88,半导体,16670.3,-1.61,923.95,1074.02,-150.08,187,英集芯,19.98,29.54
89,生物制品,6258.28,-2.41,38.5,59.48,-20.98,55,康弘药业,1.31,20.81
90,医疗服务,19787.5,-2.63,72.08,98.5,-26.42,56,大湖股份,2.63,5.86
