序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,CRO概念,1039.8,3.13,236.81,218.0,18.82,76,博济医药,20.02,14.45
2,重组蛋白,830.631,2.5,95.63,78.23,17.4,124,近岸蛋白,20.01,64.0
3,细胞免疫治疗,1244.06,2.06,140.12,130.71,9.41,65,博济医药,20.02,14.45
4,减肥药,1511.05,1.92,179.37,169.77,9.6,66,博济医药,20.02,14.45
5,基因测序,2086.63,1.79,118.46,115.72,2.74,71,兰卫医学,19.96,11.96
6,创新药,1354.6,1.78,544.71,493.95,50.76,280,新赣江,29.6,31.13
7,肝炎概念,1168.66,1.69,184.93,171.61,13.32,139,博济医药,20.02,14.45
8,流感,1503.05,1.63,230.27,203.83,26.44,183,新赣江,29.6,31.13
9,仿制药一致性评价,1711.54,1.4,202.03,186.69,15.34,143,新赣江,29.6,31.13
10,猴痘概念,913.969,1.37,97.95,81.89,16.06,75,兰卫医学,19.96,11.96
11,阿尔茨海默概念,1316.22,1.36,69.75,66.48,3.27,90,博济医药,20.02,14.45
12,禽流感,2240.42,1.36,28.76,24.93,3.83,26,亚泰集团,10.19,2.27
13,幽门螺杆菌概念,1053.33,1.21,70.74,64.88,5.86,74,博济医药,20.02,14.45
14,医药电商,1046.32,1.18,197.91,186.53,11.38,177,新赣江,29.6,31.13
15,生物疫苗,1687.48,1.06,71.87,63.24,8.63,60,亚泰集团,10.19,2.27
16,辅助生殖,1282.72,1.05,112.13,105.28,6.86,73,南模生物,20.01,52.42
17,高压氧舱,1194.1,1.04,9.17,11.7,-2.53,11,澳洋健康,10.13,4.13
18,维生素,1379.76,0.86,95.77,99.1,-3.33,77,新赣江,29.6,31.13
19,眼科医疗,1796.3,0.86,105.0,106.12,-1.12,60,江河集团,10.02,11.53
20,民营医院,1599.02,0.53,131.74,143.37,-11.63,75,药易购,19.98,31.7
21,乳业,2008.51,0.51,18.62,22.8,-4.18,35,一鸣食品,10.0,33.43
22,F5G概念,4112.48,0.49,380.43,404.22,-23.8,36,春秋电子,10.01,20.45
23,智能医疗,4607.7,0.42,784.51,788.28,-3.78,338,新赣江,29.6,31.13
24,毛发医疗,1134.68,0.17,27.14,26.58,0.55,26,澳洋健康,10.13,4.13
25,合成生物,1560.72,0.12,216.14,223.87,-7.72,170,近岸蛋白,20.01,64.0
26,医美概念,1311.4,0.12,131.02,126.03,4.99,95,澳洋健康,10.13,4.13
27,白酒概念,6161.47,0.11,71.14,65.63,5.52,48,会稽山,10.03,17.45
28,芬太尼,2182.21,0.11,4.23,4.51,-0.27,8,博拓生物,3.03,42.17
29,血氧仪,1699.31,0.11,40.22,34.35,5.87,24,红日药业,7.43,3.76
30,青蒿素,2211.03,0.06,29.84,37.78,-7.94,10,德龙汇能,10.01,27.8
31,医疗器械概念,3055.99,0.03,596.83,643.18,-46.35,408,陇神戎发,19.98,18.92
32,猪肉,2368.61,-0.03,23.85,23.54,0.31,32,得利斯,4.27,4.15
33,PM2.5,1736.61,-0.09,17.72,24.04,-6.32,36,蓝盾光电,20.01,39.41
34,黑龙江自贸区,1795.82,-0.13,42.77,49.18,-6.41,36,誉衡药业,10.1,4.25
35,期货概念,1763.98,-0.25,126.74,123.35,3.39,70,财通证券,7.29,8.98
36,三胎概念,2268.84,-0.29,144.86,149.67,-4.81,213,陇神戎发,19.98,18.92
37,英伟达概念,1830.53,-0.31,580.34,608.0,-27.66,78,星华新材,13.67,24.61
38,举牌,3019.2,-0.31,11.66,15.34,-3.68,21,理工能科,10.02,11.86
39,脑机接口,1568.89,-0.33,97.56,114.79,-17.23,70,澳洋健康,10.13,4.13
40,动物疫苗,1472.99,-0.37,13.68,15.62,-1.95,20,科兴制药,2.72,21.12
41,算力租赁,1414.6,-0.38,587.93,652.18,-64.25,183,立昂技术,18.31,9.5
42,农业种植,2333.73,-0.39,46.03,48.95,-2.91,92,中基健康,10.09,3.82
43,华为数字能源,1616.54,-0.41,108.59,107.76,0.83,46,金开新能,10.0,7.15
44,宠物经济,1415.07,-0.41,82.0,90.28,-8.29,127,超研股份,10.99,20.4
45,食品安全,4689.49,-0.45,61.92,68.47,-6.56,83,万邦医药,20.0,88.68
46,空间计算,1247.52,-0.46,75.06,78.28,-3.22,63,威派格,10.05,7.99
47,国资云,1517.56,-0.47,227.94,220.34,7.6,54,锐捷网络,13.52,143.3
48,信托概念,1145.68,-0.48,16.11,20.16,-4.05,23,德龙汇能,10.01,27.8
49,高股息精选,1481.54,-0.52,300.01,308.88,-8.87,285,理工能科,10.02,11.86
50,养鸡,1169.77,-0.53,12.5,13.19,-0.69,22,华统股份,3.77,8.54
51,工业大麻,1486.24,-0.56,28.63,28.1,0.53,31,方盛制药,10.01,10.77
52,知识产权保护,1686.84,-0.56,37.89,46.29,-8.4,51,出版传媒,9.95,6.74
53,天津自贸区,1102.03,-0.57,14.38,16.42,-2.04,17,金开新能,10.0,7.15
54,代糖概念,907.097,-0.58,14.25,15.74,-1.49,24,鲁信创投,5.04,18.54
55,电力物联网,1975.01,-0.59,68.09,88.46,-20.37,85,理工能科,10.02,11.86
56,超超临界发电,1602.2,-0.59,120.75,127.35,-6.6,87,华电能源,10.03,6.8
57,证金持股,1124.01,-0.59,565.86,643.52,-77.66,182,深振业A,10.0,7.7
