序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,半导体,16623.5,4.79,1089.36,882.33,207.03,188,有研硅,20.0,54.06
2,其他电子,20996.8,4.01,64.15,49.58,14.57,34,民德电子,20.01,29.57
3,电子化学品,90977.9,3.71,171.57,142.26,29.31,43,德邦科技,10.14,77.66
4,贵金属,5863.23,3.61,85.51,65.16,20.35,14,四川黄金,6.41,52.47
5,光学光电子,5400.37,3.53,148.47,109.81,38.66,107,福光股份,14.35,29.09
6,通信设备,9772.48,3.42,706.97,556.35,150.63,91,致尚科技,20.0,214.34
7,元件,28691.7,3.23,491.08,449.06,42.01,63,威尔高,20.0,81.78
8,橡胶制品,13942.1,3.16,12.32,12.31,0.01,22,远翔新材,13.73,36.36
9,互联网电商,8890.96,2.86,17.72,15.74,1.97,20,星徽股份,20.0,10.02
10,非金属材料,30995.1,2.56,27.46,23.59,3.87,17,金博股份,6.9,34.53
11,自动化设备,28413.6,2.54,158.64,127.62,31.02,99,杰普特,12.81,444.35
12,塑料制品,10828.9,2.44,92.1,80.98,11.12,77,瑞丰高材,20.01,19.85
13,医疗服务,19640.0,2.42,81.83,72.82,9.01,56,成都先导,14.05,36.62
14,军工电子,11630.3,2.42,55.47,46.73,8.74,61,邦彦技术,10.56,16.64
15,消费电子,12311.6,2.4,147.38,116.95,30.43,96,可川科技,10.01,60.24
16,金属新材料,13649.5,2.21,18.81,18.12,0.69,34,悦安新材,9.19,28.04
17,其他电源设备,6131.32,2.06,40.58,35.6,4.98,35,英杰电气,12.72,67.6
18,化学制品,7108.3,1.96,106.63,102.39,4.24,183,凌玮科技,16.79,128.0
19,通用设备,9006.4,1.95,159.47,137.85,21.62,254,泰福泵业,20.0,28.44
20,造纸,2058.03,1.89,7.85,6.36,1.49,24,青山纸业,10.15,3.69
21,工业金属,4359.91,1.87,90.46,80.69,9.77,55,和胜股份,9.98,28.09
22,服装家纺,2804.09,1.85,18.41,15.07,3.34,75,探路者,12.34,11.38
23,综合,2244.5,1.83,9.72,8.26,1.46,18,漳州发展,10.0,5.5
24,包装印刷,4358.25,1.83,22.65,21.68,0.97,46,美盈森,10.08,5.79
25,环保设备,1382.47,1.73,10.11,9.13,0.98,30,盛剑科技,5.37,26.48
26,多元金融,1068.04,1.7,15.41,14.27,1.14,26,瑞达期货,10.02,20.97
27,专用设备,7265.19,1.64,127.81,103.68,24.13,203,腾信精密,79.71,64.3
28,黑色家电,4249.53,1.58,7.65,6.09,1.56,9,九联科技,8.0,9.86
29,计算机设备,3869.29,1.57,76.33,59.58,16.75,83,雷柏科技,10.01,19.89
30,电池,17366.9,1.54,245.07,240.52,4.55,107,欣旺达,11.67,19.81
31,光伏设备,6876.94,1.53,60.93,50.67,10.26,73,帝科股份,8.73,65.75
32,种植业与林业,4631.66,1.51,40.41,35.55,4.85,30,福建金森,10.05,11.28
33,纺织制造,2244.02,1.45,5.6,4.59,1.01,33,兴业科技,4.72,19.3
34,白色家电,7994.84,1.4,32.69,35.14,-2.44,44,海达尔,8.52,68.91
35,小金属,8561.12,1.4,95.86,83.67,12.19,30,长裕集团,6.61,57.88
36,美容护理,4650.12,1.37,7.61,6.97,0.63,34,维琪科技,10.11,67.65
37,建筑装饰,4089.6,1.35,72.86,60.65,12.21,143,中岩大地,10.01,18.47
38,教育,4197.28,1.28,7.66,7.06,0.6,15,科德教育,6.64,18.3
39,环境治理,4043.42,1.24,37.86,32.79,5.07,111,*ST岭南,10.46,0.95
40,电网设备,6282.37,1.23,96.55,97.9,-1.34,140,新能泰山,10.03,4.17
41,建筑材料,5573.17,1.22,106.67,111.48,-4.8,73,凯伦股份,10.32,14.64
42,家居用品,3920.85,1.18,22.3,22.02,0.28,98,浙江永强,10.14,3.04
43,其他社会服务,18579.3,1.17,8.27,7.69,0.58,84,实朴检测,4.97,58.33
44,贸易,2529.65,1.17,3.05,2.62,0.43,14,厦门信达,4.44,5.17
45,通信服务,2613.84,1.13,30.73,29.66,1.06,44,平治信息,5.59,28.7
46,能源金属,29029.1,1.1,26.15,26.34,-0.19,13,博迁新材,2.38,138.31
47,IT服务,11613.9,1.1,94.76,89.45,5.31,129,博汇科技,20.02,32.86
48,农化制品,4817.97,1.09,36.91,37.08,-0.17,61,四川美丰,10.05,7.99
49,房地产,1646.49,1.06,34.71,29.99,4.72,88,世联行,10.14,2.39
50,轨交设备,983.181,1.06,6.46,5.87,0.59,30,众合科技,4.17,7.99
51,电机,3128.77,1.05,6.62,5.59,1.03,26,康平科技,4.71,53.98
52,饮料制造,4856.34,1.04,21.57,21.4,0.17,47,古越龙山,10.02,9.77
53,影视院线,1352.23,0.96,13.52,11.53,1.99,20,中视传媒,4.22,15.05
54,化学原料,3216.23,0.95,38.66,41.18,-2.52,59,恒兴新材,9.97,17.86
55,石油加工贸易,3642.53,0.93,19.21,20.61,-1.39,27,和顺石油,3.72,42.98
56,化学纤维,3601.41,0.92,16.69,14.89,1.79,29,泰和新材,4.35,12.72
57,证券,1430.92,0.87,64.4,57.22,7.19,50,哈投股份,5.67,5.96
