序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,保险,2157.33,2.56,63.32,44.25,19.07,5,中国太保,3.69,34.04
2,贵金属,6148.22,2.4,120.57,107.43,13.14,14,湖南白银,7.81,11.59
3,港口航运,1280.06,1.97,51.18,45.32,5.86,36,海通发展,10.0,13.31
4,电机,3333.46,1.94,14.43,15.06,-0.62,26,鸣志电器,10.0,53.35
5,其他电源设备,6219.76,1.35,58.98,49.7,9.28,35,欧陆通,9.49,213.01
6,工业金属,4520.26,1.01,138.5,112.29,26.22,55,白银有色,10.06,7.33
7,元件,24187.8,0.89,266.47,277.66,-11.18,63,金禄电子,12.31,40.6
8,自动化设备,28701.2,0.75,121.6,119.14,2.46,99,劲拓股份,13.45,33.65
9,机场航运,1750.3,0.6,8.61,7.73,0.88,13,华夏航空,1.62,6.28
10,证券,1498.31,0.54,121.21,102.59,18.62,50,国盛证券,4.02,12.69
11,其他电子,20548.3,0.47,64.43,54.09,10.34,34,百邦科技,4.81,31.8
12,生物制品,6121.17,0.47,33.68,31.71,1.98,55,*ST未名,9.94,5.64
13,石油加工贸易,3708.92,0.46,24.9,23.45,1.45,27,和顺石油,8.9,37.68
14,通用设备,9332.51,0.44,212.88,195.49,17.39,253,*ST禾信,20.0,103.74
15,游戏,9299.38,0.41,44.52,37.38,7.15,23,游族网络,4.82,12.18
16,电子化学品,86323.3,0.26,102.52,98.72,3.8,43,思泉新材,20.0,140.4
17,零售,1923.36,0.17,53.58,55.11,-1.53,71,百大集团,10.02,10.32
18,小金属,8769.36,0.14,54.77,56.47,-1.7,30,金钛股份,149.28,24.23
19,能源金属,30919.8,0.1,25.76,26.03,-0.27,13,华友钴业,1.82,38.63
20,金属新材料,13804.3,0.08,20.99,17.43,3.56,34,正海磁材,4.04,11.84
21,白色家电,8101.44,0.07,42.32,35.73,6.58,44,宏昌科技,13.7,46.16
22,公路铁路运输,1330.74,0.04,12.35,14.41,-2.05,32,大众交通,10.04,5.15
23,厨卫电器,6125.69,0.02,3.84,4.19,-0.35,9,亿田智能,7.54,32.52
24,电力,1918.19,-0.04,86.3,90.87,-4.56,110,恒盛能源,10.02,20.43
25,汽车零部件,5879.81,-0.1,145.36,149.95,-4.59,273,富特科技,11.91,42.83
26,包装印刷,4478.02,-0.11,18.72,19.58,-0.86,46,华源控股,10.01,24.4
27,电池,17683.2,-0.11,131.3,125.83,5.47,107,龙蟠科技,4.94,19.54
28,消费电子,12736.8,-0.14,166.67,169.65,-2.98,96,鸿富瀚,15.17,157.57
29,光学光电子,5422.27,-0.24,105.37,124.18,-18.81,107,三安光电,9.98,13.89
30,黑色家电,4243.76,-0.25,4.01,5.23,-1.22,9,高斯贝尔,1.5,14.2
31,半导体,16345.7,-0.27,625.01,653.3,-28.29,187,英集芯,10.74,33.29
32,电网设备,6461.94,-0.29,128.41,126.61,1.8,140,华盛昌,10.0,106.66
33,银行,1387.11,-0.3,120.16,128.52,-8.36,84,无锡银行,1.57,5.81
34,环境治理,4152.94,-0.34,37.45,38.55,-1.09,111,九州一轨,12.68,99.83
35,煤炭开采加工,3080.97,-0.37,45.17,50.43,-5.26,34,郑州煤电,7.36,5.69
36,物流,5181.79,-0.45,11.62,11.8,-0.18,50,华光源海,4.86,14.46
37,建筑装饰,4155.1,-0.45,62.11,65.32,-3.21,143,科新发展,10.01,22.86
38,钢铁,1528.61,-0.46,20.4,23.01,-2.61,44,金洲管道,6.08,11.17
39,化学制药,6282.4,-0.47,108.28,112.24,-3.96,158,德展健康,10.06,3.61
40,工程机械,3063.11,-0.48,15.23,16.01,-0.78,36,金道科技,4.28,22.88
41,小家电,4033.04,-0.54,5.18,5.61,-0.43,26,爱仕达,9.98,10.25
42,建筑材料,5631.42,-0.55,67.02,87.49,-20.47,73,九鼎新材,7.27,9.89
43,房地产,1694.8,-0.57,63.45,54.58,8.87,88,信达地产,10.16,3.36
44,中药,3164.31,-0.59,26.08,30.74,-4.66,68,千金药业,10.03,14.26
45,通信设备,9453.66,-0.59,409.99,447.33,-37.34,91,阿莱德,6.54,38.59
46,军工装备,2162.35,-0.59,120.75,125.54,-4.78,82,博云新材,10.0,22.0
47,轨交设备,1017.29,-0.61,6.6,7.74,-1.14,30,必得科技,3.71,49.16
48,美容护理,4815.49,-0.62,7.65,10.02,-2.36,34,维琪科技,7.3,75.82
49,汽车整车,2487.42,-0.62,17.64,21.98,-4.34,23,中通客车,1.66,10.39
50,医疗服务,19270.0,-0.62,63.04,66.84,-3.8,56,金凯生科,3.67,29.91
51,软件开发,1903.12,-0.67,91.46,101.89,-10.43,138,金现代,19.98,10.09
52,医疗器械,10948.6,-0.69,36.82,42.65,-5.84,140,洁特生物,12.58,20.94
53,白酒,2012.94,-0.7,21.8,31.03,-9.22,19,今世缘,1.38,30.06
