序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,元件,26924.3,3.11,525.98,505.21,20.77,63,则成电子,15.16,25.29
2,通信设备,9596.41,0.42,698.29,658.65,39.65,91,神宇股份,19.98,27.92
3,影视院线,1386.39,0.35,17.35,19.23,-1.87,20,中视传媒,10.02,13.4
4,军工电子,11590.6,0.17,57.31,53.87,3.44,61,成电光信,10.54,24.75
5,军工装备,2215.97,0.01,157.56,164.15,-6.59,82,光电股份,10.02,19.98
6,黑色家电,4197.9,-0.04,4.8,7.76,-2.96,9,高斯贝尔,10.04,15.24
7,电力,1972.36,-0.37,151.23,159.52,-8.29,110,杭州热电,10.0,19.03
8,风电设备,4065.8,-0.43,40.57,35.07,5.5,32,大金重工,5.25,35.3
9,文化传媒,2665.86,-0.67,79.71,87.28,-7.57,85,风语筑,10.03,13.27
10,其他电子,20109.9,-0.89,50.73,61.67,-10.93,34,远望谷,9.99,8.04
11,汽车整车,2481.33,-0.96,40.51,35.89,4.62,23,众泰汽车,9.85,2.12
12,银行,1396.52,-1.09,105.15,114.66,-9.51,84,民生银行,1.37,3.7
13,电子化学品,84081.4,-1.1,97.75,108.29,-10.54,43,方邦股份,5.51,153.0
14,建筑材料,5611.63,-1.22,116.9,117.02,-0.12,73,九鼎新材,10.02,11.09
15,通信服务,2615.11,-1.27,36.6,35.77,0.83,44,吴通控股,5.03,4.59
16,小家电,3929.38,-1.31,6.0,8.02,-2.01,26,九阳股份,10.06,9.74
17,电网设备,6293.44,-1.37,116.91,120.95,-4.04,140,通达股份,10.08,6.88
18,消费电子,12042.5,-1.54,142.43,142.74,-0.31,96,昀冢科技,18.68,109.9
19,保险,2076.93,-1.54,22.28,28.19,-5.91,5,中国人寿,-0.76,37.99
20,公路铁路运输,1320.03,-1.56,9.1,11.29,-2.19,32,粤高速A,0.48,12.64
21,轨交设备,997.206,-1.57,8.35,8.87,-0.52,30,工大高科,12.74,32.12
22,互联网电商,8793.52,-1.57,18.43,17.49,0.94,20,赛维时代,1.85,22.6
23,金属新材料,13301.0,-1.64,20.77,21.13,-0.36,34,鑫科材料,4.02,3.88
24,造纸,2054.2,-1.68,5.98,8.3,-2.32,24,民士达,5.99,47.1
25,塑料制品,10448.4,-1.74,43.97,58.13,-14.16,77,双星新材,10.05,9.96
26,环保设备,1387.12,-1.76,12.25,12.33,-0.08,30,蓝盾光电,5.76,50.1
27,教育,4305.8,-1.79,7.95,9.78,-1.83,15,ST东时,8.09,3.34
28,光学光电子,5199.34,-1.8,96.24,126.71,-30.46,107,华体科技,6.0,25.97
29,机场航运,1730.46,-1.86,10.91,16.58,-5.67,13,中国国航,-0.68,5.81
30,计算机设备,3852.54,-1.88,64.46,75.42,-10.97,83,中新赛克,10.01,23.51
31,医疗器械,10519.8,-1.89,36.56,43.81,-7.24,141,百迈科,18.77,41.5
32,综合,2274.93,-1.91,10.44,14.56,-4.13,18,南京新百,4.37,5.97
33,IT服务,11569.2,-1.92,86.29,102.82,-16.53,129,ST荣科,15.62,8.44
34,建筑装饰,4127.09,-1.95,66.09,88.57,-22.48,143,*ST美芝,8.24,25.36
35,汽车服务及其他,1092.38,-1.95,5.69,7.1,-1.41,26,ST中路,2.67,8.09
