序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,金属锌,2264.89,2.37,202.58,168.62,33.96,43,白银有色,10.03,7.24
2,金属铅,2016.72,2.37,209.87,176.97,32.9,38,白银有色,10.03,7.24
3,金属铜,1853.85,2.24,378.61,311.47,67.15,93,精艺股份,10.03,10.09
4,期货概念,1766.71,2.21,183.56,121.8,61.76,70,锦龙股份,10.04,9.75
5,超导概念,2448.4,1.93,103.42,102.98,0.44,32,百利电气,10.05,6.57
6,金属镍,1259.67,1.75,170.2,121.56,48.65,38,白银有色,10.03,7.24
7,生物疫苗,1694.65,1.7,76.99,80.6,-3.61,62,康希诺,20.0,85.62
8,黄金概念,3866.14,1.64,377.96,320.4,57.56,82,迪阿股份,20.01,28.73
9,科创次新股,665.151,1.63,134.83,130.42,4.41,28,高凯技术,27.44,299.48
10,金属钴,2670.39,1.5,184.09,138.24,45.85,32,洛阳钼业,6.35,19.59
11,草甘膦,1455.67,1.49,15.76,12.51,3.24,19,江天化学,10.14,31.39
12,钒电池,1410.82,1.47,46.55,35.86,10.69,38,西部矿业,7.62,39.26
13,化债概念(AMC概念),1123.47,1.45,29.52,27.12,2.4,41,青岛金王,9.92,5.65
14,抽水蓄能,1530.47,1.35,102.16,99.63,2.52,80,百利电气,10.05,6.57
15,钛白粉概念,1856.07,1.28,12.09,9.11,2.98,15,龙佰集团,3.44,16.23
16,参股券商,1460.93,1.26,145.15,124.53,20.62,226,湘财股份,10.03,8.67
17,水泥概念,1177.48,1.25,23.59,21.13,2.46,46,冀衡医药,10.04,5.15
18,特色小镇,494.809,1.24,22.68,19.0,3.68,40,ST三木,9.89,4.0
19,动力电池回收,850.862,1.23,185.09,165.94,19.16,94,超频三,16.32,6.77
20,汽车拆解概念,1539.1,1.22,27.88,23.32,4.56,46,怡球资源,6.72,3.65
21,磷化工,3066.9,1.16,142.9,108.3,34.6,68,金诚信,10.0,80.71
22,上海国企改革,1743.38,1.14,46.67,40.65,6.02,108,华虹宏力,7.71,244.02
23,金属回收,1175.3,1.14,177.56,161.79,15.77,88,江西铜业,10.01,48.57
24,钠离子电池,1245.12,1.14,234.73,209.02,25.72,143,上海洗霸,10.0,42.69
25,盐湖提锂,1830.18,1.13,189.97,141.72,48.25,45,西部矿业,7.62,39.26
26,小金属概念,3587.32,1.12,550.76,477.99,72.78,171,*ST四通,10.03,12.83
27,超超临界发电,1585.02,1.12,86.96,74.89,12.07,87,融发核电,10.05,6.24
28,中韩自贸区,2460.61,1.12,15.48,15.1,0.38,17,青岛金王,9.92,5.65
29,互联网保险,888.417,1.1,88.73,61.43,27.29,21,旗天科技,4.91,6.2
30,广东自贸区,1224.78,1.09,10.3,11.94,-1.64,28,迪阿股份,20.01,28.73
31,化肥,995.597,1.08,86.97,77.88,9.09,75,万向德农,10.04,9.54
32,生物质能发电,1042.25,1.04,39.93,32.69,7.24,65,协鑫能科,7.93,17.14
33,煤炭概念,2335.99,1.04,112.08,102.9,9.18,90,凯瑞德,10.07,8.09
34,互联网金融,5720.8,1.03,252.2,222.76,29.43,215,兆日科技,16.75,12.34
35,数字货币,1921.07,0.98,126.1,118.81,7.3,91,兆日科技,16.75,12.34
36,可控核聚变,2237.15,0.95,215.95,222.04,-6.09,117,融发核电,10.05,6.24
37,物业管理,1161.09,0.93,101.64,99.44,2.2,182,恒银科技,10.07,8.2
38,ETC,1651.73,0.93,29.51,29.19,0.31,42,楚天龙,10.01,17.03
39,同花顺中特估100,1170.0,0.93,377.03,308.15,68.88,100,西藏天路,6.44,7.6
40,特钢概念,2957.25,0.91,23.81,21.36,2.45,42,西宁特钢,3.52,2.35
41,碳交易,986.632,0.91,122.43,110.73,11.7,121,新中港,10.0,9.9
42,同花顺漂亮100,830.522,0.9,714.73,598.75,115.99,100,万泰生物,10.0,30.91
43,天津自贸区,1071.35,0.89,9.19,9.25,-0.06,17,恒银科技,10.07,8.2
44,丙烯酸,2016.68,0.88,26.59,21.45,5.14,20,江天化学,10.14,31.39
45,ST板块,491.42,0.87,50.49,53.04,-2.55,207,ST豆神,12.92,2.71
46,同花顺果指数,2270.04,0.87,214.72,183.98,30.75,20,珠海冠宇,6.9,15.03
47,租售同权,804.733,0.86,21.22,20.96,0.26,29,市北高新,9.91,5.1
48,农村电商,1701.67,0.86,16.82,16.42,0.4,37,诺普信,5.46,10.04
49,证金持股,1132.74,0.86,314.19,289.39,24.8,126,江西铜业,10.01,48.57
50,注册制次新股,162.192,0.84,174.35,170.85,3.5,84,高凯技术,27.44,299.48
51,固废处理,2194.69,0.8,99.9,89.85,10.05,156,怡球资源,6.72,3.65
52,PPP概念,909.547,0.79,108.8,106.29,2.51,201,ST豆神,12.92,2.71
53,跨境支付(CIPS),1530.37,0.78,138.98,126.94,12.05,73,楚天龙,10.01,17.03
54,移动支付,2249.13,0.78,91.56,92.85,-1.3,78,兆日科技,16.75,12.34
55,旅游概念,2634.56,0.77,84.23,86.29,-2.05,151,ST豆神,12.92,2.71
56,风电,1253.29,0.76,555.49,545.32,10.17,443,融发核电,10.05,6.24
57,信托概念,1145.31,0.76,20.35,18.7,1.65,23,浙江东方,2.9,4.96
58,国企改革,1394.27,0.76,1586.57,1519.3,67.27,2938,宏裕包材,11.07,17.16
59,雄安新区,1116.15,0.75,113.15,109.99,3.16,196,恒银科技,10.07,8.2
60,绿色电力,1149.05,0.75,444.04,426.35,17.69,427,立新能源,10.01,13.52
61,国家大基金持股,2942.71,0.75,399.62,391.79,7.82,50,芯原股份,9.73,180.5
62,摘帽,993.134,0.74,40.69,44.19,-3.5,79,冀衡医药,10.04,5.15
63,新疆振兴,982.013,0.74,105.83,104.75,1.08,156,ST麦趣,10.08,6.77
64,民爆概念,1693.49,0.73,24.56,24.15,0.42,25,力芯微,5.33,52.34
65,供销社,1069.3,0.72,9.42,7.84,1.58,15,亚钾国际,4.12,48.29
66,上海自贸区,4241.8,0.71,82.56,76.13,6.43,58,芯原股份,9.73,180.5
67,芬太尼,2119.23,0.71,3.67,3.4,0.27,8,ST人福,2.44,18.46
68,可燃冰,1540.44,0.69,12.31,11.48,0.83,14,潜能恒信,7.42,37.19
69,石墨电极,1036.55,0.69,21.4,18.64,2.76,26,翔丰华,4.3,28.14
70,农业种植,2417.53,0.68,64.32,69.64,-5.32,92,万向德农,10.04,9.54
71,白酒概念,6051.95,0.68,42.54,36.36,6.18,48,古越龙山,3.81,8.45
72,超级电容,3058.43,0.65,78.27,90.06,-11.79,45,康盛股份,10.12,4.46
73,虚拟电厂,1487.78,0.65,148.36,141.03,7.33,157,精艺股份,10.03,10.09
74,参股银行,1454.22,0.65,190.93,177.6,13.33,776,湘财股份,10.03,8.67
75,央企国企改革,3017.77,0.65,505.66,476.76,28.9,790,一拖股份,9.98,14.33
76,牙科医疗,1131.68,0.64,42.55,40.65,1.9,30,爱迪特,9.35,55.66
77,石墨烯,1703.46,0.64,90.8,95.49,-4.7,77,康盛股份,10.12,4.46
78,参股保险,1384.52,0.64,54.3,48.07,6.24,116,中国瑞林,3.99,66.77
79,网约车,1381.81,0.64,11.81,12.05,-0.24,29,龙洲股份,5.07,4.97
80,代糖概念,914.947,0.64,13.9,18.89,-4.99,24,太阳纸业,8.79,15.1
81,流感,1483.58,0.63,145.09,164.22,-19.13,183,康希诺,20.0,85.62
82,生态农业,1602.24,0.62,40.8,41.58,-0.77,64,*ST东珠,5.99,2.3
83,电子身份证,1245.71,0.61,33.11,33.95,-0.83,39,楚天龙,10.01,17.03
84,固态电池,1398.13,0.6,496.98,479.62,17.36,297,上海洗霸,10.0,42.69
