序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,转基因,2034.27,8.52,39.87,34.5,5.36,21,康农种业,21.3,25.85
2,玉米,2714.51,6.69,60.0,50.36,9.65,34,绿亨科技,21.7,8.02
3,粮食概念,964.893,6.27,85.04,77.32,7.72,49,绿亨科技,21.7,8.02
4,大豆,1798.8,5.11,21.58,16.52,5.06,14,秋乐种业,19.63,21.45
5,农业种植,2590.5,4.09,112.0,97.67,14.33,92,绿亨科技,21.7,8.02
6,供销社,1148.18,3.7,16.14,14.51,1.63,15,敦煌种业,10.01,9.12
7,农村电商,1814.87,3.65,41.12,45.64,-4.51,37,芒果超媒,20.02,20.38
8,草甘膦,1535.42,3.63,23.35,19.85,3.5,19,江天化学,20.0,34.92
9,乳业,2135.42,3.38,37.1,29.58,7.52,35,一鸣食品,9.99,34.67
10,土地流转,2059.0,3.15,52.01,43.58,8.43,43,神农种业,20.03,7.55
11,生态农业,1695.04,3.12,70.11,59.51,10.6,64,神农种业,20.03,7.55
12,互联网保险,926.66,2.96,93.34,68.22,25.12,21,天利科技,12.24,21.36
13,预制菜,1072.99,2.78,78.39,66.44,11.95,101,一致魔芋,14.6,19.94
14,免税店,938.839,2.67,30.37,24.14,6.24,26,东百集团,9.99,10.24
15,网红经济,1460.18,2.64,142.86,148.2,-5.33,118,芒果超媒,20.02,20.38
16,NFT概念,1699.02,2.55,129.23,125.05,4.18,70,凯撒文化,10.09,3.6
17,短剧游戏,1294.03,2.47,211.9,231.08,-19.18,89,芒果超媒,20.02,20.38
18,跨境支付(CIPS),1587.5,2.45,209.75,148.23,61.52,73,翠微股份,10.01,10.44
19,无人零售,1360.56,2.44,22.67,16.61,6.05,26,翠微股份,10.01,10.44
20,快手概念,1934.18,2.42,161.99,162.18,-0.19,52,壹网壹创,14.44,27.18
21,Web3.0,1764.18,2.41,154.99,145.44,9.56,65,遥望科技,10.07,6.01
22,白酒概念,6174.58,2.39,65.92,54.8,11.12,48,古井贡酒,10.0,100.88
23,数字货币,2006.9,2.37,144.45,123.07,21.38,91,恒宝股份,10.04,12.28
24,毛发医疗,1133.34,2.34,18.03,16.55,1.47,26,小方制药,10.0,25.4
25,AI视频,2176.34,2.29,196.87,208.7,-11.83,60,掌阅科技,10.0,24.85
26,移动支付,2347.79,2.27,131.19,120.31,10.88,78,慧为智能,11.09,18.83
27,手机游戏,2750.23,2.26,113.28,127.31,-14.02,57,芒果超媒,20.02,20.38
28,托育服务,1061.2,2.25,14.87,16.96,-2.1,16,时代出版,10.06,9.08
29,IP经济(谷子经济),1258.82,2.24,207.06,213.1,-6.04,196,芒果超媒,20.02,20.38
30,高压氧舱,1199.08,2.23,8.48,9.91,-1.43,11,澳洋健康,9.98,4.74
