序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,影视院线,1338.33,6.35,42.44,22.47,19.97,20,华策影视,15.63,7.99
2,文化传媒,2653.01,4.51,131.13,100.99,30.14,84,流金科技,29.96,8.85
3,黑色家电,4233.45,3.18,7.11,5.09,2.02,9,极米科技,8.06,74.9
4,元件,24978.5,2.77,355.63,344.85,10.78,63,强达电路,13.87,103.45
5,消费电子,12738.6,2.66,182.08,142.43,39.65,96,精研科技,16.02,48.24
6,通信服务,2697.49,2.47,44.36,32.47,11.89,44,会畅科技,11.63,16.8
7,游戏,9174.78,2.44,49.13,33.95,15.17,24,大晟文化,9.95,4.42
8,半导体,17067.9,2.39,918.13,862.2,55.93,187,力芯微,17.24,64.13
9,通用设备,9337.52,2.31,177.43,148.59,28.84,253,荣亿精密,26.68,15.43
10,军工电子,11728.6,2.21,45.37,37.96,7.41,61,航天南湖,7.98,31.11
11,计算机设备,4056.86,2.18,122.2,97.1,25.1,83,浪潮信息,9.99,85.18
12,自动化设备,29149.4,2.09,164.06,135.58,28.48,99,港迪技术,11.64,60.71
13,其他电子,21046.8,2.09,57.21,50.66,6.54,34,好上好,6.74,19.0
14,互联网电商,8877.2,2.03,17.45,11.94,5.51,20,华凯易佰,8.32,16.8
15,IT服务,12016.7,1.96,153.12,126.13,26.99,129,华是科技,20.0,58.14
16,光学光电子,5511.78,1.89,146.1,115.81,30.29,107,爱克股份,11.39,24.06
17,煤炭开采加工,3232.07,1.84,64.6,55.23,9.37,34,郑州煤电,10.09,4.91
18,厨卫电器,5949.33,1.84,5.32,4.42,0.9,9,亿田智能,20.01,26.63
19,橡胶制品,13673.6,1.78,6.1,5.76,0.33,22,科创新源,11.71,47.42
20,软件开发,1912.74,1.6,130.87,123.09,7.78,138,和仁科技,15.79,13.64
21,包装印刷,4443.54,1.6,16.8,16.9,-0.1,46,美盈森,10.06,5.69
22,电机,3282.49,1.59,11.62,9.65,1.97,26,兆威机电,7.45,75.68
23,环保设备,1450.65,1.57,12.44,9.63,2.81,30,严牌股份,10.02,15.59
24,教育,4297.12,1.56,8.61,7.66,0.95,15,ST豆神,15.53,3.57
25,白色家电,8078.22,1.52,37.09,30.02,7.06,44,康盛股份,10.0,5.39
26,家居用品,4053.67,1.51,27.51,30.03,-2.52,99,梦天家居,10.01,22.65
27,通信设备,9636.0,1.49,441.7,475.1,-33.4,91,星网锐捷,10.0,40.36
28,其他电源设备,6231.47,1.47,44.17,38.88,5.3,35,英杰电气,10.32,58.78
29,电子化学品,90886.7,1.44,108.41,109.24,-0.83,43,华特气体,6.1,153.0
30,银行,1364.68,1.35,173.39,109.56,63.83,84,齐鲁银行,6.68,7.03
31,风电设备,4143.64,1.27,18.53,18.1,0.44,31,新强联,14.05,28.08
32,军工装备,2117.17,1.25,81.66,75.78,5.88,82,航宇科技,6.5,51.76
33,汽车零部件,5818.97,1.19,117.24,106.72,10.53,273,长源东谷,10.01,65.84
34,纺织制造,2350.34,1.14,7.75,7.75,0.0,33,浔兴股份,9.99,8.15
35,专用设备,7533.78,1.1,134.26,126.45,7.81,201,卓兆点胶,10.72,22.2
36,保险,2057.96,1.04,26.15,23.13,3.02,5,中国人保,3.92,7.42
37,工程机械,3059.37,0.97,26.45,26.25,0.2,36,五新智能,11.83,35.46
38,塑料制品,11037.5,0.93,60.88,67.32,-6.44,77,沃特股份,10.0,29.04
39,金属新材料,13987.8,0.91,17.35,17.94,-0.59,34,深圳新星,9.99,20.92
40,建筑装饰,4175.75,0.87,62.72,76.12,-13.4,143,广咨国际,10.63,11.76
41,燃气,1892.51,0.84,8.64,7.98,0.65,27,陕天然气,3.69,7.3
42,其他社会服务,19380.9,0.8,14.86,12.74,2.12,84,西测测试,10.79,98.9
43,轨交设备,1021.36,0.8,7.8,7.93,-0.12,30,雷尔伟,8.46,13.59
44,证券,1507.31,0.61,92.29,110.21,-17.93,50,锦龙股份,10.0,12.98
45,汽车服务及其他,1119.13,0.57,6.53,5.89,0.64,26,阿尔特,5.48,11.75
46,石油加工贸易,3722.51,0.55,23.91,23.3,0.61,27,华锦股份,4.13,5.8
47,环境治理,4171.17,0.51,36.45,38.47,-2.02,111,通源环境,10.26,42.66
48,化学纤维,3859.15,0.48,23.67,23.22,0.44,29,同益中,5.62,14.66
49,非金属材料,31740.1,0.46,24.81,25.48,-0.67,16,长江材料,3.91,20.75
50,油气开采及服务,1767.06,0.38,19.6,18.77,0.83,19,科力股份,6.58,43.39
