序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,中船系,1865.25,1.53,18.15,21.16,-3.01,20,昆船智能,20.03,17.98
2,赛马概念,1070.29,1.33,3.39,2.79,0.61,4,新华都,10.01,8.13
3,福建自贸区,1615.74,0.53,143.16,170.45,-27.28,127,路桥信息,29.99,36.5
4,航运概念,1709.44,0.35,68.87,66.84,2.02,87,厦门港务,9.98,9.81
5,统一大市场,1332.11,0.27,47.28,50.79,-3.51,120,昆船智能,20.03,17.98
6,高压氧舱,1186.62,0.19,5.4,6.9,-1.5,11,三星电气,10.02,16.25
7,足球概念,1477.59,0.18,23.06,28.98,-5.92,40,天威视讯,10.05,8.43
8,无人零售,1330.09,0.08,7.89,9.23,-1.34,26,新华传媒,10.06,7.77
9,自由贸易港,955.209,0.07,25.34,35.43,-10.09,47,康强电子,9.99,29.61
10,太赫兹,2077.84,0.07,78.68,96.01,-17.33,24,电科思仪,20.0,83.88
11,丙烯酸,2011.84,-0.09,15.44,25.86,-10.42,20,双象股份,10.02,14.05
12,兵装重组概念,1119.51,-0.09,2.78,4.03,-1.25,14,东安动力,1.78,9.72
13,家庭医生,1174.91,-0.16,23.63,26.79,-3.16,26,海峡创新,19.98,10.81
14,高股息精选,1481.45,-0.24,245.24,225.74,19.5,285,新华文轩,10.0,20.35
15,减速器,1831.05,-0.27,98.6,109.19,-10.59,139,宁波东力,10.03,13.06
16,海峡两岸,1892.0,-0.28,408.78,505.71,-96.93,319,路桥信息,29.99,36.5
17,证金持股,1113.75,-0.3,97.2,92.14,5.06,33,国电电力,2.34,5.24
18,参股保险,1366.71,-0.3,30.11,33.71,-3.6,96,华茂股份,10.11,5.12
19,拼多多概念,1637.9,-0.36,33.1,34.59,-1.49,40,新华都,10.01,8.13
20,中俄贸易概念,1596.72,-0.38,72.49,82.68,-10.2,180,铁拓机械,19.35,18.01
21,体育产业,1008.9,-0.39,67.37,78.78,-11.42,136,双象股份,10.02,14.05
22,网红经济,1413.62,-0.4,64.57,78.98,-14.4,118,奥佳华,10.04,8.33
23,露营经济,1626.99,-0.42,16.21,16.47,-0.27,55,国旅联合,10.0,5.72
24,跨境电商,958.545,-0.42,198.17,230.46,-32.3,343,龙竹科技,13.1,8.03
25,天然气,1625.39,-0.44,112.03,113.84,-1.8,167,威星智能,7.61,24.75
26,农村电商,1711.48,-0.45,13.15,18.77,-5.61,37,华英农业,10.19,2.27
27,供销社,1098.7,-0.47,6.23,7.77,-1.53,15,中农立华,10.04,12.17
28,摘帽,989.287,-0.48,45.23,47.68,-2.46,80,国旅联合,10.0,5.72
29,特色小镇,497.437,-0.5,25.15,30.42,-5.27,40,福建金森,9.97,11.58
30,煤炭概念,2294.45,-0.52,70.02,82.96,-12.94,89,云煤能源,10.04,5.7
31,垃圾分类,1776.86,-0.53,33.09,36.39,-3.3,98,漳州发展,10.08,5.35
32,成飞概念,1748.28,-0.54,35.15,33.35,1.81,43,昆船智能,20.03,17.98
33,职业教育,1590.96,-0.54,73.77,88.87,-15.1,137,科德教育,10.28,25.31
34,可燃冰,1470.16,-0.54,6.84,6.91,-0.08,14,广州发展,1.13,6.25
35,页岩气,2596.36,-0.55,37.76,39.62,-1.85,50,常宝股份,3.86,6.72
36,烟草,1540.19,-0.58,13.28,15.75,-2.47,42,昆船智能,20.03,17.98
37,地下管网,1295.59,-0.58,36.32,43.45,-7.13,113,招标股份,12.33,13.3
38,PPP概念,899.529,-0.59,81.65,100.42,-18.77,200,漳州发展,10.08,5.35
39,中韩自贸区,2487.11,-0.6,7.3,8.61,-1.31,17,华光源海,2.18,13.1
40,军工信息化,1575.81,-0.6,70.1,72.33,-2.22,113,霍莱沃,19.99,37.94
41,长三角一体化,1983.8,-0.63,133.42,179.7,-46.28,234,合富中国,10.02,14.93
42,俄乌冲突概念,1444.86,-0.63,80.27,91.82,-11.56,75,铁拓机械,19.35,18.01
43,民营医院,1552.52,-0.64,71.55,89.31,-17.76,75,皓宸医疗,10.12,2.72
44,风电,1259.22,-0.64,424.62,525.81,-101.19,445,洛轴股份,19.99,35.54
45,三胎概念,2263.94,-0.65,91.85,108.82,-16.97,213,泉阳泉,10.04,9.1
46,ST板块,493.479,-0.66,28.64,35.88,-7.24,204,*ST航图,9.54,8.96
47,C2M概念,1959.96,-0.66,16.9,19.37,-2.48,39,红蜻蜓,6.07,7.16
48,海工装备,3496.23,-0.67,295.26,356.41,-61.16,273,洛轴股份,19.99,35.54
49,超超临界发电,1546.97,-0.67,40.54,50.83,-10.29,87,常宝股份,3.86,6.72
50,冰雪产业,1312.53,-0.67,36.37,39.54,-3.17,59,雪人集团,3.85,14.28
51,空气能热泵,1497.35,-0.67,41.49,40.68,0.81,56,众捷股份,10.98,29.22
52,生物质能发电,1027.9,-0.68,20.64,23.87,-3.23,65,大业股份,9.99,9.8
53,数字水印,1079.9,-0.68,23.61,32.04,-8.43,29,东方中科,9.98,26.66
54,共同富裕示范区,1479.11,-0.69,97.0,112.97,-15.97,192,宁波东力,10.03,13.06
55,高铁,3572.19,-0.7,116.48,140.22,-23.75,182,洛轴股份,19.99,35.54
56,污水处理,1753.31,-0.7,107.54,133.46,-25.91,228,招标股份,12.33,13.3
57,冷链物流,1759.85,-0.7,111.42,128.86,-17.43,155,华茂股份,10.11,5.12
58,IP经济(谷子经济),1230.87,-0.71,87.9,105.36,-17.45,198,奥佳华,10.04,8.33
59,煤化工概念,2381.5,-0.72,84.29,105.17,-20.88,110,云煤能源,10.04,5.7
60,水利,2372.59,-0.73,179.68,213.49,-33.81,263,招标股份,12.33,13.3
61,养老概念,2103.21,-0.74,139.71,167.38,-27.67,224,雷科防务,10.06,8.97
62,上海自贸区,4378.75,-0.75,70.05,70.82,-0.77,58,博通集成,5.75,48.51
63,农机,1247.33,-0.75,49.55,63.63,-14.08,99,中农立华,10.04,12.17
64,ETC,1678.6,-0.76,19.33,23.68,-4.35,42,通行宝,11.16,13.45
65,PVDF概念,1392.55,-0.76,16.14,23.8,-7.66,17,盛景微,10.01,49.25
66,钛白粉概念,1820.98,-0.76,13.34,15.23,-1.89,15,振华股份,2.58,40.89
67,智能物流,1077.85,-0.76,150.8,188.82,-38.02,256,昆船智能,20.03,17.98
68,参股银行,1460.08,-0.76,143.62,171.09,-27.47,776,皓宸医疗,10.12,2.72
69,上海国企改革,1779.28,-0.76,30.47,36.63,-6.16,110,新华传媒,10.06,7.77
70,旅游概念,2667.84,-0.76,92.14,108.63,-16.49,151,通行宝,11.16,13.45
71,抽水蓄能,1482.58,-0.77,71.72,80.73,-9.01,82,长缆科技,6.35,17.92
72,土壤修复,1021.02,-0.77,42.82,53.76,-10.94,91,招标股份,12.33,13.3
73,绿色电力,1140.21,-0.79,319.52,396.49,-76.97,430,漳州发展,10.08,5.35
74,国资云,1481.91,-0.79,49.63,64.91,-15.28,54,通行宝,11.16,13.45
75,汽车热管理,2033.62,-0.8,114.42,121.29,-6.87,143,众捷股份,10.98,29.22
76,装配式建筑,980.738,-0.8,46.04,61.32,-15.29,108,华神科技,10.12,4.68
77,文化传媒概念,2735.24,-0.8,124.12,156.15,-32.02,197,海峡创新,19.98,10.81
78,雄安新区,1102.27,-0.81,78.46,104.8,-26.34,196,国统股份,9.98,12.78
79,在线教育,2895.44,-0.82,85.88,108.23,-22.35,127,科德教育,10.28,25.31
80,智慧城市,4133.44,-0.82,286.69,373.18,-86.49,419,路桥信息,29.99,36.5
81,同花顺中特估100,1153.79,-0.84,244.64,287.9,-43.26,100,山东路桥,9.92,5.65
82,托育服务,1063.91,-0.84,7.35,9.64,-2.3,16,和晶科技,2.69,6.11
83,共享单车,1043.37,-0.84,2.32,3.07,-0.75,14,永安行,1.54,21.15
84,长安汽车概念,1511.95,-0.85,192.43,237.83,-45.4,462,通行宝,11.16,13.45
85,一体化压铸,1189.33,-0.86,37.02,42.08,-5.06,54,长华集团,10.02,12.74
86,云游戏,1465.13,-0.88,35.18,38.94,-3.75,27,佳创视讯,1.64,6.2
87,新疆振兴,966.506,-0.88,70.56,89.69,-19.13,156,三羊马,10.01,65.3
88,国企改革,1400.3,-0.89,1163.75,1498.51,-334.76,2946,路桥信息,29.99,36.5
89,数字孪生,1860.58,-0.9,132.04,158.19,-26.15,214,路桥信息,29.99,36.5
90,时空大数据,1414.24,-0.9,32.57,41.06,-8.49,71,招标股份,12.33,13.3
91,家用电器,4017.4,-0.91,154.74,176.16,-21.42,185,奥佳华,10.04,8.33
92,净水概念,1138.6,-0.91,39.23,40.91,-1.68,78,山科智能,6.38,17.51
93,大飞机,3575.58,-0.94,127.78,136.87,-9.09,143,洛轴股份,19.99,35.54
94,碳中和,1894.67,-0.96,164.68,206.33,-41.65,277,招标股份,12.33,13.3
95,电子竞技,466.77,-0.96,19.21,24.76,-5.55,37,国旅联合,10.0,5.72
96,参股券商,1459.53,-0.96,70.28,96.98,-26.71,226,华茂股份,10.11,5.12
97,军民融合,1498.22,-0.96,197.87,210.63,-12.76,245,雷科防务,10.06,8.97
98,免税店,888.259,-0.96,13.82,17.34,-3.52,26,东百集团,2.74,9.76
99,网络游戏,1562.41,-0.97,56.96,71.59,-14.62,58,国旅联合,10.0,5.72
100,脑机接口,1559.24,-0.97,61.06,77.97,-16.91,74,三星电气,10.02,16.25
101,特钢概念,2862.77,-0.97,20.84,22.07,-1.24,43,常宝股份,3.86,6.72
102,PM2.5,1800.37,-0.98,30.09,30.07,0.02,36,再升科技,4.64,10.59
103,碳交易,977.264,-0.98,72.79,98.14,-25.35,121,泉阳泉,10.04,9.1
104,高端装备,3232.37,-0.99,397.8,462.69,-64.89,400,昆船智能,20.03,17.98
105,固废处理,2166.36,-0.99,59.39,75.06,-15.67,156,海峡环保,6.39,6.16
106,动力电池回收,827.039,-1.0,127.02,159.9,-32.88,95,超频三,11.81,9.56
