序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,PET铜箔,2121.95,2.46,194.3,181.45,12.86,49,中一科技,20.0,49.2
2,玻璃基板,706.03,2.16,287.56,285.09,2.47,61,三峡新材,10.12,3.7
3,培育钻石,2641.79,1.52,52.95,42.16,10.78,19,沃尔德,4.77,130.14
4,先进封装,2795.55,1.43,823.51,775.85,47.66,207,康强电子,10.01,26.92
5,MLCC概念,1232.0,1.4,158.75,139.99,18.76,38,雅创电子,9.43,57.54
6,PCB概念,2874.72,1.4,839.93,817.48,22.44,239,中一科技,20.0,49.2
7,科创次新股,705.612,1.27,135.54,132.13,3.41,30,泰金新能,11.97,161.24
8,有机硅概念,2035.26,1.25,51.07,46.42,4.65,56,锦华新材,14.85,44.54
9,国家大基金持股,3073.42,1.19,390.56,373.83,16.73,52,慧智微,20.03,17.32
10,光刻胶,5093.19,1.15,126.6,113.52,13.07,80,莱伯泰科,20.0,52.92
11,重组蛋白,844.115,1.12,72.12,72.8,-0.68,126,奥浦迈,12.69,85.0
12,存储芯片,2772.06,1.08,901.4,886.88,14.52,204,信宇人,10.15,17.15
13,MicroLED概念,1815.01,1.07,206.82,211.17,-4.35,82,信宇人,10.15,17.15
14,第三代半导体,2662.51,1.06,480.51,455.91,24.6,184,联动科技,13.38,155.59
15,光刻机,2661.86,1.06,134.17,123.58,10.6,52,沃格光电,10.0,102.5
16,CRO概念,1070.37,0.99,150.38,149.31,1.08,77,益诺思,14.41,104.77
17,共封装光学(CPO),6432.33,0.96,1161.24,1213.71,-52.46,220,富信科技,16.21,130.61
18,BC电池,1223.15,0.95,101.77,90.41,11.35,52,德龙激光,6.41,72.0
19,染料,1558.83,0.94,21.25,19.41,1.83,40,宏华数科,10.77,51.01
20,中芯国际概念,3457.68,0.74,305.54,294.82,10.72,91,联动科技,13.38,155.59
21,PM2.5,1818.22,0.74,29.5,28.49,1.01,36,优利德,20.0,114.44
22,MiniLED,2894.92,0.73,346.65,364.49,-17.85,108,安洁科技,10.03,16.79
