序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,种植业与林业,4785.82,3.33,54.36,53.66,0.7,30,秋乐种业,15.94,16.8
2,教育,4306.4,2.6,8.22,6.65,1.57,15,ST豆神,7.62,4.94
3,互联网电商,9086.23,2.2,19.86,18.49,1.37,20,跨境通,9.91,3.77
4,汽车整车,2507.16,2.04,39.23,33.66,5.58,23,众泰汽车,10.23,2.37
5,风电设备,4269.79,1.76,55.05,59.09,-4.04,32,锡华科技,9.99,22.34
6,文化传媒,2671.27,1.68,80.16,77.61,2.55,85,龙版传媒,9.97,15.0
7,生物制品,5988.68,1.5,35.76,34.21,1.55,56,近岸蛋白,18.75,99.75
8,医疗服务,19925.0,1.45,93.04,87.12,5.92,56,南华生物,10.04,9.1
9,影视院线,1370.77,1.37,17.63,17.8,-0.17,20,中视传媒,7.64,16.2
10,农产品加工,3753.79,1.31,28.05,26.25,1.81,43,金健米业,9.97,13.02
11,汽车零部件,5625.21,1.28,136.93,122.5,14.43,275,金杯汽车,10.15,3.58
12,汽车服务及其他,1115.07,1.26,6.72,6.4,0.32,26,上海物贸,9.96,9.38
13,港口航运,1278.7,1.16,49.51,49.48,0.03,36,招商轮船,10.02,21.85
14,化学制药,6124.63,1.1,81.77,82.83,-1.06,158,金石亚药,19.98,12.49
15,小家电,3945.9,1.1,4.73,4.32,0.42,26,欧圣电气,6.17,14.29
16,造纸,2079.32,1.03,7.82,8.7,-0.88,24,恒丰纸业,10.04,10.19
17,房地产,1662.42,0.97,34.99,33.14,1.84,88,世联行,10.04,2.63
18,旅游及酒店,2745.03,0.85,16.46,16.04,0.42,35,大连圣亚,10.01,43.31
19,光学光电子,5445.68,0.84,194.41,176.36,18.04,107,秋田微,17.63,95.4
20,纺织制造,2262.36,0.82,5.31,6.71,-1.4,33,华纺股份,9.9,3.22
21,养殖业,2895.39,0.8,18.32,18.14,0.18,36,华英农业,10.1,2.18
22,电机,3152.09,0.74,7.19,7.06,0.13,26,星德胜,5.47,23.9
23,物流,5140.54,0.74,11.55,10.02,1.53,50,申通快递,6.07,15.21
24,家居用品,3944.76,0.61,23.62,26.37,-2.75,98,华瓷股份,10.02,19.88
25,服装家纺,2821.07,0.61,17.07,19.34,-2.27,75,龙头股份,10.07,7.54
26,饮料制造,4884.39,0.58,23.17,22.29,0.88,47,会稽山,5.37,29.85
27,医疗器械,10633.6,0.55,31.79,33.98,-2.19,141,奥精医疗,9.65,16.81
28,自动化设备,28551.8,0.49,135.07,139.8,-4.73,99,田中精机,12.87,33.33
29,中药,3069.61,0.47,22.36,22.68,-0.33,68,振东制药,3.39,5.18
30,消费电子,12363.0,0.42,117.77,127.92,-10.14,96,科森科技,10.03,21.29
31,建筑装饰,4106.34,0.41,68.87,68.88,-0.01,143,经纬股份,20.0,45.0
32,建筑材料,5595.33,0.4,138.77,155.68,-16.91,73,开尔新材,11.08,11.33
33,美容护理,4668.31,0.39,6.43,7.3,-0.88,34,朗姿股份,4.42,16.06
34,白色家电,8022.52,0.35,31.6,29.07,2.52,44,奇精机械,5.44,13.95
35,零售,1850.45,0.26,31.19,32.44,-1.24,71,大连友谊,4.38,6.43
36,通用设备,9027.26,0.23,167.02,174.56,-7.54,254,万讯自控,12.65,11.49
37,专用设备,7281.4,0.22,108.45,111.05,-2.6,203,沈鼓集团,373.8,20.8
38,医药商业,4487.98,0.21,7.56,7.24,0.33,32,药易购,3.03,24.12
39,公路铁路运输,1310.01,0.15,8.42,8.48,-0.06,32,海汽集团,2.85,13.33
40,农化制品,4825.12,0.15,34.6,40.93,-6.32,61,中旗股份,7.08,6.35
41,贸易,2532.78,0.12,2.83,3.08,-0.25,14,远大控股,4.22,8.88
42,环保设备,1383.76,0.09,9.6,10.98,-1.39,30,先河环保,5.71,10.55
43,食品加工制造,4563.07,0.09,16.78,22.14,-5.36,66,元祖股份,4.66,12.12
44,化学制品,7110.08,0.03,81.23,98.23,-17.0,183,华宝股份,20.01,27.17
