序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,转基因,1789.29,3.9,23.17,26.78,-3.61,21,万向德农,10.03,8.67
2,粮食概念,865.754,3.68,51.51,56.09,-4.58,48,金健米业,10.05,9.3
3,高压氧舱,1172.2,3.38,8.95,7.38,1.57,11,澳洋健康,6.31,4.73
4,兵装重组概念,1095.0,3.34,5.98,5.41,0.57,14,湖南天雁,9.97,7.28
5,玉米,2408.93,3.32,34.2,42.23,-8.03,34,金健米业,10.05,9.3
6,CRO概念,1003.55,3.21,139.63,124.51,15.12,77,亨迪药业,12.85,13.26
7,维生素,1376.22,3.18,64.08,54.92,9.16,77,西点药业,15.9,38.35
8,肝炎概念,1145.26,3.14,111.49,96.51,14.98,139,透景生命,20.0,16.2
9,乳业,2032.29,3.1,26.41,30.02,-3.61,35,天山生物,10.42,16.96
10,细胞免疫治疗,1223.66,3.03,82.55,79.57,2.98,66,西点药业,15.9,38.35
11,空气能热泵,1455.82,2.94,64.02,54.71,9.31,56,申菱环境,15.84,103.91
12,民营医院,1566.44,2.94,86.36,74.82,11.54,75,人民同泰,9.98,10.14
13,知识产权保护,1649.38,2.88,26.28,18.92,7.36,51,莱美药业,11.2,5.66
14,赛马概念,1053.63,2.87,1.22,0.71,0.51,4,*ST正平,4.14,7.3
15,流感,1475.09,2.86,136.35,125.94,10.41,183,透景生命,20.0,16.2
16,眼科医疗,1716.98,2.84,53.32,49.4,3.93,60,莱美药业,11.2,5.66
17,NFT概念,1610.7,2.82,55.52,41.8,13.72,70,新晨科技,16.32,13.9
18,Web3.0,1677.03,2.78,61.09,48.92,12.17,65,新晨科技,16.32,13.9
19,养老概念,2078.34,2.77,137.1,116.63,20.47,223,西点药业,15.9,38.35
20,物业管理,1150.48,2.75,95.39,76.13,19.27,181,我爱我家,10.14,2.39
21,摘帽,986.808,2.74,46.98,40.79,6.19,77,智云股份,20.05,10.54
22,仿制药一致性评价,1660.75,2.73,116.58,106.39,10.19,143,西点药业,15.9,38.35
23,医药电商,1021.12,2.71,118.83,103.01,15.82,177,福瑞医科,15.73,43.92
24,幽门螺杆菌概念,1038.23,2.7,41.55,37.02,4.54,74,莱美药业,11.2,5.66
25,无人零售,1283.58,2.65,11.62,8.24,3.38,26,科蓝软件,8.12,8.66
26,化债概念(AMC概念),1107.97,2.64,22.54,18.79,3.75,41,青岛金王,10.06,5.14
27,免税店,910.674,2.63,20.2,17.54,2.66,26,凯撒旅业,10.0,4.18
28,财税数字化,1612.65,2.63,43.8,34.19,9.61,65,新晨科技,16.32,13.9
