序号,行业,行业指数,行业-涨跌幅,流入资金,流出资金,净额,公司家数,领涨股,领涨股-涨跌幅,当前价
1,种植业与林业,4386.31,3.29,35.16,39.29,-4.13,30,万向德农,10.03,8.67
2,美容护理,4709.92,3.26,14.88,9.85,5.03,34,维琪科技,13.63,60.78
3,医药商业,4712.65,3.25,16.47,12.43,4.04,32,人民同泰,9.98,10.14
4,小家电,4060.25,3.04,15.93,16.96,-1.04,26,石头科技,20.0,135.0
5,影视院线,1249.59,2.9,13.11,8.97,4.14,20,博纳影业,5.34,4.93
6,零售,1848.45,2.89,44.89,34.51,10.38,71,汇通能源,10.02,26.58
7,旅游及酒店,2799.64,2.88,14.32,13.57,0.75,35,凯撒旅业,10.0,4.18
8,中药,3173.37,2.69,36.0,30.26,5.74,68,华森制药,9.99,15.74
9,教育,4097.07,2.62,10.66,8.39,2.27,15,创业黑马,9.59,31.19
10,医疗服务,20456.9,2.61,130.06,117.27,12.8,56,凯莱英,10.0,172.23
11,造纸,2056.39,2.5,8.7,6.93,1.76,24,青山纸业,10.14,3.15
12,化学制药,6362.75,2.42,149.34,139.56,9.78,158,西点药业,17.01,38.72
13,包装印刷,4318.01,2.38,13.7,11.62,2.08,46,珠海中富,10.04,2.85
14,房地产,1678.45,2.35,48.18,38.27,9.9,88,我爱我家,10.14,2.39
15,互联网电商,8620.62,2.33,20.52,16.58,3.94,20,星徽股份,6.66,7.53
16,消费电子,12213.3,2.3,179.17,154.03,25.14,96,绿联科技,12.56,55.1
17,农产品加工,3671.87,2.29,27.34,30.08,-2.74,43,金健米业,10.05,9.31
18,通用设备,9047.26,2.27,178.96,152.77,26.2,253,申菱环境,16.16,104.2
19,养殖业,2888.61,2.26,31.19,19.0,12.19,36,天山生物,8.27,16.63
20,黑色家电,3995.67,2.21,4.97,3.61,1.35,9,创维数字,3.86,9.69
21,软件开发,1848.07,2.19,87.16,74.51,12.65,138,新晨科技,16.74,13.95
22,纺织制造,2297.59,2.13,6.82,6.09,0.73,33,联发股份,6.15,10.19
23,文化传媒,2539.2,2.09,46.61,37.3,9.31,84,人民网,4.89,16.5
24,生物制品,6332.98,2.08,60.34,57.8,2.54,55,金迪克,10.99,16.66
25,饮料制造,4905.09,2.06,25.25,23.05,2.2,47,西部牧业,7.94,10.6
26,建筑装饰,4089.32,2.04,69.05,59.63,9.42,143,东易日盛,10.05,9.96
27,家居用品,3955.32,2.04,20.07,16.99,3.08,99,海鸥住工,10.13,4.35
28,多元金融,1080.55,2.03,30.57,23.56,7.01,26,*ST九鼎,10.07,7.76
29,医疗器械,10959.6,2.02,64.71,53.8,10.91,140,透景生命,20.0,16.2
30,汽车零部件,5712.88,1.94,119.65,104.47,15.18,273,金钟股份,10.22,30.64
31,综合,2243.33,1.89,9.86,9.97,-0.11,18,群兴玩具,4.53,5.08
32,燃气,1859.38,1.89,8.97,8.05,0.92,27,水发燃气,9.99,10.24
33,汽车整车,2507.55,1.86,33.5,26.21,7.29,23,江淮汽车,5.47,21.22
34,IT服务,11574.6,1.84,94.25,82.72,11.53,129,北投科技,9.94,5.09
35,自动化设备,28320.8,1.82,165.81,146.75,19.06,99,高凯技术,282.99,235.0
36,游戏,8947.47,1.81,28.8,24.67,4.12,24,凯撒文化,4.33,3.13
37,轨交设备,1003.34,1.75,8.42,7.81,0.61,30,长青科技,5.57,18.58
38,电机,3241.5,1.75,13.97,15.77,-1.8,26,兆威机电,10.01,72.78
39,计算机设备,3925.08,1.68,68.25,54.88,13.38,83,古鳌科技,9.59,10.74
40,物流,5116.17,1.68,11.9,11.07,0.83,50,三羊马,5.63,50.67
41,食品加工制造,4703.37,1.63,31.29,28.61,2.67,66,黑芝麻,6.36,5.02
42,汽车服务及其他,1102.45,1.62,8.71,8.11,0.6,26,星星科技,7.75,2.92
43,贸易,2537.33,1.62,3.58,3.02,0.56,14,云维股份,4.42,3.31
44,通信服务,2633.8,1.59,37.84,34.31,3.53,44,南凌科技,7.09,15.55
45,通信设备,9273.1,1.57,594.96,545.98,48.98,91,长盈通,12.37,168.8
46,其他社会服务,18930.3,1.57,11.5,9.3,2.19,84,天溯计量,5.77,46.91
47,专用设备,7334.18,1.57,123.39,118.03,5.35,201,国安达,14.91,17.26
48,军工装备,2045.47,1.51,69.62,64.81,4.81,82,天秦装备,19.99,20.53
49,白色家电,7879.01,1.5,34.87,34.22,0.65,44,康盛股份,10.05,4.05
50,建筑材料,5523.3,1.48,60.88,61.77,-0.9,73,*ST顾地,9.86,2.34
51,风电设备,4084.4,1.47,17.9,16.56,1.35,31,双一科技,14.57,23.36
52,工程机械,3030.66,1.45,18.63,16.77,1.85,36,建设机械,10.02,4.94
53,环境治理,4098.7,1.45,36.9,35.57,1.33,111,华骐环保,7.32,17.45
54,化学原料,3256.04,1.4,50.9,52.94,-2.04,59,金能科技,10.04,5.48
55,军工电子,11316.3,1.35,34.2,31.63,2.57,62,高凌信息,4.97,19.85
56,光学光电子,5325.25,1.31,119.49,112.37,7.12,107,光智科技,7.51,217.33
57,厨卫电器,5816.84,1.27,2.83,2.56,0.28,9,浙江美大,3.89,6.94
58,塑料制品,10621.3,1.26,57.87,54.07,3.8,77,海正生材,13.29,12.96
59,公路铁路运输,1302.8,1.15,13.65,11.4,2.25,32,招商公路,3.88,9.65
60,元件,23258.8,1.14,277.34,274.24,3.11,63,迅捷兴,9.43,45.73
61,电网设备,6364.14,1.11,83.59,80.15,3.45,140,摩恩电气,10.01,8.13
62,农化制品,4807.68,1.07,41.9,54.15,-12.25,61,红四方,10.02,28.55
63,钢铁,1524.43,1.06,24.15,23.29,0.85,43,常宝股份,10.02,6.92
64,其他电源设备,6114.94,1.0,33.4,30.45,2.95,35,英可瑞,3.54,13.47
65,化学制品,7102.79,0.95,93.12,102.67,-9.54,181,元利科技,10.0,28.39
66,橡胶制品,13233.7,0.89,5.78,5.99,-0.21,22,中裕科技,3.87,16.65
67,金属新材料,13717.6,0.88,19.16,18.72,0.44,34,中科磁业,6.6,43.31
68,机场航运,1754.1,0.87,8.8,6.0,2.8,13,海南机场,1.46,2.79
69,化学纤维,3680.45,0.87,19.39,20.26,-0.87,29,汇隆新材,4.67,22.42
70,环保设备,1404.07,0.86,10.91,10.65,0.25,30,神雾节能,4.06,3.59
71,油气开采及服务,1722.83,0.86,20.6,21.37,-0.77,19,新天然气,4.47,25.26
